row_label_raw,row_label_full,col_0,col_1,Thuyết minh,2025 VND,2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__2025 VND,numeric__2024 VND
XI,XI,XI,Tổng lợi nhuận trước thuế (mang sang từ trang trước),,5.022.435.152.265,4.006.295.939.181,,,5022435152265.0,4006295939181.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,,(1.021.508.812.227),(832.872.712.413),,,-1021508812227.0,-832872712413.0
8,8,8,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,,9.154.773.987,-,,,9154773987.0,
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,32,(1.012.354.038.240),(832.872.712.413),,32.0,-1012354038240.0,-832872712413.0
XIII,XIII,XIII,Lợi nhuận sau thuế,,4.010.081.114.025,3.173.423.226.768,,,4010081114025.0,3173423226768.0
XV,XV,XV,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),33,1.494,(dã điều chỉnh lại) 1.180,,33.0,1494.0,
