row_label_raw,row_label_full,col_0,2025VND,2024VND(dã điều chỉnh lại)(*),2024VND(theo báo cáotrước đây),numeric__2025VND,numeric__2024VND(dã điều chỉnh lại)(*),numeric__2024VND(theo báo cáotrước đây)
"Lợi nhuận thuần trong nămTrích lập quỹ khen thưởng, phúc lợi","Lợi nhuận thuần trong nămTrích lập quỹ khen thưởng, phúc lợi","Lợi nhuận thuần trong nămTrích lập quỹ khen thưởng, phúc lợi",4.010.081.114.025(32.481.626.308),3.173.423.226.768(30.396.256.358),3.173.423.226.768(25.385.536.201),,,
Lợi nhuận thuần thuộc vềcổ đông phổ thông,"Lợi nhuận thuần trong nămTrích lập quỹ khen thưởng, phúc lợi > Lợi nhuận thuần thuộc vềcổ đông phổ thông",Lợi nhuận thuần thuộc vềcổ đông phổ thông,3.977.599.487.717,3.143.026.970.410,3.148.037.690.567,3977599487717.0,3143026970410.0,3148037690567.0
