row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi,Các cam kết tín dụng,Công cụ tài chínhphái sinh,Kinh doanh và đầu tưchứng khoán,numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kết tín dụng,numeric__Công cụ tài chínhphái sinh,numeric__Kinh doanh và đầu tưchứng khoán
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nướcNước ngoài,Trong nướcNước ngoài,Trong nướcNước ngoài,134.565.406,145.268.268,6.010.566,47.804,29.957.117,134565406.0,145268268.0,6010566.0,47804.0,29957117.0
Trong nướcNước ngoài,Trong nướcNước ngoài,Trong nướcNước ngoài,379.738,69.101,-,-,-,379738.0,69101.0,,,
Trong nướcNước ngoài,Trong nướcNước ngoài,Trong nướcNước ngoài,134.945.144,145.337.369,6.010.566,47.804,29.957.117,134945144.0,145337369.0,6010566.0,47804.0,29957117.0
