row_label_raw,row_label_full,col_0,col_1,2021Triệu VND,2020Triệu VND,numeric__col_1,numeric__2021Triệu VND,numeric__2020Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(114.013),(177.467),,-114013.0,-177467.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",-,491,,,491.0
04,04,04,Mua sắm bất động sản đầu tư,(7.139),(4.864),,-7139.0,-4864.0
05,05,05,"Tiền thu từ bán, thanh lý bất động sản đầu tư",182.023,4.344,,182023.0,4344.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",40.905,17.082,,40905.0,17082.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",3.710,4.306,,3710.0,4306.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,105.486,(156.108),,105486.0,-156108.0
II,II,II,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,II > 01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,2.405.623,1.406.782,,2405623.0,1406782.0
III,II > III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,2.405.623,1.406.782,,2405623.0,1406782.0
IV,II > IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,11.081.114,1.370.668,,11081114.0,1370668.0
V,II > V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,30.027.766,28.657.098,,30027766.0,28657098.0
VII,II > VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM (THUYẾT MINH 38),41.108.880,30.027.766,,41108880.0,30027766.0
