row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,%,31/12/2020Triệu VND,%_1,numeric__31/12/2021Triệu VND,numeric__%,numeric__31/12/2020Triệu VND,numeric__%_1
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,,,,
Công ty nhà nước,Cho vay các tổ chức kinh tế > Công ty nhà nước,Công ty nhà nước,1.447.697,"1,13",1.517.713,"1,39",1447697.0,1.13,1517713.0,1.39
Công ty trách nhiệm hữu hạn,Cho vay các tổ chức kinh tế > Công ty trách nhiệm hữu hạn,Công ty trách nhiệm hữu hạn,42.546.685,"33,35",37.024.433,"34,01",42546685.0,33.35,37024433.0,34.01
Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chỉ phối),Cho vay các tổ chức kinh tế > Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chỉ phối),Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiếm cổ phần chỉ phối),3.105.530,"2,43",508.317,"0,47",3105530.0,2.43,508317.0,0.47
Công ty cổ phần khác,Cho vay các tổ chức kinh tế > Công ty cổ phần khác,Công ty cổ phần khác,50.595.918,"39,66",45.672.113,"41,95",50595918.0,39.66,45672113.0,41.95
Công ty hợp danh,Cho vay các tổ chức kinh tế > Công ty hợp danh,Công ty hợp danh,24.154,"0,02",18.052,"0,02",24154.0,0.02,18052.0,0.02
Doanh nghiệp tư nhân,Cho vay các tổ chức kinh tế > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,155.845,"0,12",118.876,"0,11",155845.0,0.12,118876.0,0.11
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các tổ chức kinh tế > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,437.743,"0,34",443.275,"0,41",437743.0,0.34,443275.0,0.41
Hợp tác xã và liên hiệp hợp tác xã,Cho vay các tổ chức kinh tế > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,35.714,"0,03",44.432,"0,04",35714.0,0.03,44432.0,0.04
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",29.234.563,"22,92",23.366.417,"21,46",29234563.0,22.92,23366417.0,21.46
Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,,,,
Thành phần kinh tế khác,Cho vay khác > Thành phần kinh tế khác,Thành phần kinh tế khác,4.310,"0,00",155.608,"0,14",4310.0,0.0,155608.0,0.14
,,,127.588.159,"100,00",108.869.236,"100,00",127588159.0,100.0,108869236.0,100.0
