row_label_raw,row_label_full,Tên,31/12/2021,31/12/2021_1,31/12/2020,31/12/2020_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2020,numeric__31/12/2020_1
Tên,Tên,Tên,Giá gốcTriệu VND,Tỷ lệnấm giữ,Giá gốcTriệu VND,Tỷ lệnấm giữ,,,,
Công ty cổ phần thanh toán Quốc gia Việt Nam,Tên > Công ty cổ phần thanh toán Quốc gia Việt Nam,Công ty cổ phần thanh toán Quốc gia Việt Nam,3.300,"1,06%",3.300,"1,06%",3300.0,0.0106,3300.0,0.0106
Công ty cổ phần chứng khoán Bảo Minh,Tên > Công ty cổ phần chứng khoán Bảo Minh,Công ty cổ phần chứng khoán Bảo Minh,-,-,15.000,"3,00%",,,15000.0,0.03
Công ty CP vàng bạc đá quý ASEAN (AJC),Tên > Công ty CP vàng bạc đá quý ASEAN (AJC),Công ty CP vàng bạc đá quý ASEAN (AJC),24.102,"10,00%",24.102,"10,00%",24102.0,0.1,24102.0,0.1
Công ty CP Xăng dầu Dầu khí Miền Trung,Tên > Công ty CP Xăng dầu Dầu khí Miền Trung,Công ty CP Xăng dầu Dầu khí Miền Trung,4.800,"1,59%",4.800,"6,00%",4800.0,0.0159,4800.0,0.06
Công ty CP Xăng dầu Dầu khí Sài Gòn,Tên > Công ty CP Xăng dầu Dầu khí Sài Gòn,Công ty CP Xăng dầu Dầu khí Sài Gòn,10.000,"5,00%",10.000,"5,00%",10000.0,0.05,10000.0,0.05
Công ty CP Xăng dầu Dầu khí Vũng Tàu,Tên > Công ty CP Xăng dầu Dầu khí Vũng Tàu,Công ty CP Xăng dầu Dầu khí Vũng Tàu,10.000,"8,33%",10.000,"8,33%",10000.0,0.0833,10000.0,0.0833
Công ty CP Sản xuất và Chế biến Dầu khí Phú Mỹ,Tên > Công ty CP Sản xuất và Chế biến Dầu khí Phú Mỹ,Công ty CP Sản xuất và Chế biến Dầu khí Phú Mỹ,11.000,"2,20%",11.000,"2,20%",11000.0,0.022000000000000002,11000.0,0.022000000000000002
Công ty CP Xăng dầu Dầu khí Tây Ninh,Tên > Công ty CP Xăng dầu Dầu khí Tây Ninh,Công ty CP Xăng dầu Dầu khí Tây Ninh,12.470,"9,59%",12.470,"9,59%",12470.0,0.0959,12470.0,0.0959
Công ty CP Xăng dầu dầu khí Hà Nội,Tên > Công ty CP Xăng dầu dầu khí Hà Nội,Công ty CP Xăng dầu dầu khí Hà Nội,7.500,"3,00%",7.500,"3,00%",7500.0,0.03,7500.0,0.03
Công ty CP Dịch vụ Số liệu toàn cầu,Tên > Công ty CP Dịch vụ Số liệu toàn cầu,Công ty CP Dịch vụ Số liệu toàn cầu,2.670,"2,13%",2.670,"2,13%",2670.0,0.0213,2670.0,0.0213
Công ty CP Phát triển Nhân trí Việt Nam,Tên > Công ty CP Phát triển Nhân trí Việt Nam,Công ty CP Phát triển Nhân trí Việt Nam,436,"9,99%",500,"11,43%",436.0,0.0999,500.0,0.1143
Công ty CP Tư vấn Đầu tư và Xây dựng Bưu điện,Tên > Công ty CP Tư vấn Đầu tư và Xây dựng Bưu điện,Công ty CP Tư vấn Đầu tư và Xây dựng Bưu điện,256,"0,45%",256,"0,45%",256.0,0.0045000000000000005,256.0,0.0045000000000000005
Công ty CP Phát triển Dịch vụ Học tập và Giải trí trực tuyến,Tên > Công ty CP Phát triển Dịch vụ Học tập và Giải trí trực tuyến,Công ty CP Phát triển Dịch vụ Học tập và Giải trí trực tuyến,-,-,5.940,"6,00%",,,5940.0,0.06
Công ty CP Đầu tư Bất động sản Phương Nam,Tên > Công ty CP Đầu tư Bất động sản Phương Nam,Công ty CP Đầu tư Bất động sản Phương Nam,-,-,20.000,"7,69%",,,20000.0,0.07690000000000001
Quỹ Đầu tư Chứng khoán Sài Gòn A2,Tên > Quỹ Đầu tư Chứng khoán Sài Gòn A2,Quỹ Đầu tư Chứng khoán Sài Gòn A2,-,-,4.128,"1,13%",,,4128.0,0.0113
,,,86.534,,131.666,,86534.0,,131666.0,
