row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,,
Hợp đồng tiền tệ giao ngay,Doanh thu từ kinh doanh ngoại hối > Hợp đồng tiền tệ giao ngay,Hợp đồng tiền tệ giao ngay,1.182.391,692.217,1182391.0,692217.0
Các công cụ phải sinh tiền tệ,Doanh thu từ kinh doanh ngoại hối > Các công cụ phải sinh tiền tệ,Các công cụ phải sinh tiền tệ,486.641,534.132,486641.0,534132.0
Thu nhập kinh doanh vàng,Doanh thu từ kinh doanh ngoại hối > Thu nhập kinh doanh vàng,Thu nhập kinh doanh vàng,2.606,632,2606.0,632.0
,,,1.671.638,1.226.981,1671638.0,1226981.0
Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,,
Hợp đồng tiền tệ giao ngay,Chi phí về kinh doanh ngoại hối > Hợp đồng tiền tệ giao ngay,Hợp đồng tiền tệ giao ngay,77.748,6.828,77748.0,6828.0
Các công cụ phải sinh tiền tệ,Chi phí về kinh doanh ngoại hối > Các công cụ phải sinh tiền tệ,Các công cụ phải sinh tiền tệ,1.444.547,1.145.424,1444547.0,1145424.0
Chi phí kinh doanh vàng,Chi phí về kinh doanh ngoại hối > Chi phí kinh doanh vàng,Chi phí kinh doanh vàng,457,-,457.0,
,,,1.522.752,1.152.252,1522752.0,1152252.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,148.886,74.729,148886.0,74729.0
