row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,,
Bằng VND,Tiền gửi không kỳ hạn của các TCTD khác > Bằng VND,Bằng VND,12.260.723,5.632,12260723.0,5632.0
Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,,
Bằng VND,Tiền gửi có kỳ hạn của các TCTD khác > Bằng VND,Bằng VND,20.939.489,20.719.640,20939489.0,20719640.0
Bằng ngoại tệ,Tiền gửi có kỳ hạn của các TCTD khác > Bằng ngoại tệ,Bằng ngoại tệ,2.352.520,4.663.200,2352520.0,4663200.0
,,,35.552.732,25.388.472,35552732.0,25388472.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,
Bằng VND,Vay các TCTD khác > Bằng VND,Bằng VND,17.889.112,16.863.643,17889112.0,16863643.0
"Trong đó: - Vay chiết khấu, tái chiết khấu","Vay các TCTD khác > Trong đó: - Vay chiết khấu, tái chiết khấu","Trong đó: - Vay chiết khấu, tái chiết khấu",11.549.130,15.381.328,11549130.0,15381328.0
"- Vay cảm cố, thế chấp","Vay các TCTD khác > - Vay cảm cố, thế chấp","- Vay cảm cố, thế chấp",2.564.883,290.000,2564883.0,290000.0
Bằng ngoại tệ,Vay các TCTD khác > Bằng ngoại tệ,Bằng ngoại tệ,4.924.154,264.558,4924154.0,264558.0
,,,22.813.266,17.128.201,22813266.0,17128201.0
,,,58.365.998,42.516.673,58365998.0,42516673.0
