row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,%,31/12/2020Triệu VND,%_1,numeric__31/12/2021Triệu VND,numeric__%,numeric__31/12/2020Triệu VND,numeric__%_1
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",186.674,"0,15",386.188,"0,35",186674.0,0.15,386188.0,0.35
Khai khoáng,Khai khoáng,Khai khoáng,1.182.702,"0,93",613.528,"0,56",1182702.0,0.93,613528.0,0.56
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",7.857.069,"6,16",7.679.934,"7,05",7857069.0,6.16,7679934.0,7.05
"Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí",1.563.952,"1,23",1.173.278,"1,08",1563952.0,1.23,1173278.0,1.08
Xây dựng,Xây dựng,Xây dựng,4.597.966,"3,60",4.893.402,"4,49",4597966.0,3.6,4893402.0,4.49
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máyvà xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máyvà xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máyvà xe có động cơ khác",21.195.602,"16,61",20.055.213,"18,42",21195602.0,16.61,20055213.0,18.42
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",8.615.412,"6,75",3.594.541,"3,30",8615412.0,6.75,3594541.0,3.3
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,10.969.642,"8,60",9.452.275,"8,68",10969642.0,8.6,9452275.0,8.68
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,2.620.737,"2,05",3.496.134,"3,21",2620737.0,2.05,3496134.0,3.21
"Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm",2.298.678,"1,80",445.664,"0,41",2298678.0,1.8,445664.0,0.41
Hoạt động kinh doanh bắt động sản,Hoạt động kinh doanh bắt động sản,Hoạt động kinh doanh bắt động sản,5.845.064,"4,58",5.875.123,"5,40",5845064.0,4.58,5875123.0,5.4
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",7.990.560,"6,26",8.577.045,"7,88",7990560.0,6.26,8577045.0,7.88
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,4.190,"0,00",10.157,"0,01",4190.0,0.0,10157.0,0.01
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,119.426,"0,09",105.861,"0,10",119426.0,0.09,105861.0,0.1
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",7.585.494,"5,95",6.586.426,"6,05",7585494.0,5.95,6586426.0,6.05
"Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vật chất và dịch vụtự tiêu dùng của hộ gia đình",29.234.563,"22,91",19.676.065,"18,07",29234563.0,22.91,19676065.0,18.07
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,15.720.428,"12,32",16.248.402,"14,92",15720428.0,12.32,16248402.0,14.92
,,,127.588.159,"100,00",108.869.236,"100,00",127588159.0,100.0,108869236.0,100.0
