row_label_raw,row_label_full,col_0,Quyền sử dụng đất Triệu VND,Phần mềm máy vi tính Triệu VND,Tài sản cố định vô hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Quyền sử dụng đất Triệu VND,numeric__Phần mềm máy vi tính Triệu VND,numeric__Tài sản cố định vô hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,396.100,290.251,10.630,696.981,396100.0,290251.0,10630.0,696981.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,58.564,4.072,62.636,,58564.0,4072.0,62636.0
Giảm trong năm,Nguyên giá > Giảm trong năm,Giảm trong năm,(18.105),-,-,(18.105),-18105.0,,,-18105.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,377.995,348.815,14.702,741.512,377995.0,348815.0,14702.0,741512.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,-,130.414,7.735,138.149,,130414.0,7735.0,138149.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,-,23.131,1.241,24.372,,23131.0,1241.0,24372.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,-,153.545,8.976,162.521,,153545.0,8976.0,162521.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,396.100,159.837,2.895,558.832,396100.0,159837.0,2895.0,558832.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,377.995,195.270,5.726,578.991,377995.0,195270.0,5726.0,578991.0
