row_label_raw,row_label_full,col_0,Tài sản/(Nợ phải trả),Tài sản/(Nợ phải trả)_1,numeric__Tài sản/(Nợ phải trả),numeric__Tài sản/(Nợ phải trả)_1
,,,31/12/2021Triệu VND,31/12/2020Triệu VND,,
Công ty TNHH Khách sạn Nhà Hát,Công ty TNHH Khách sạn Nhà Hát,Công ty TNHH Khách sạn Nhà Hát,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty TNHH Khách sạn Nhà Hát > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(30.836),(34.862),-30836.0,-34862.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty TNHH Khách sạn Nhà Hát > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(54.915),(77.415),-54915.0,-77415.0
Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(9.248),(4.949),-9248.0,-4949.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(326.431),(618.106),-326431.0,-618106.0
Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty Cổ phần Thăng Long GTC > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(60.785),(173.126),-60785.0,-173126.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty Cổ phần Thăng Long GTC > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(370.400),(375.400),-370400.0,-375400.0
Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty Cổ phần Tập đoàn BRG và Công ty con > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(152.553),(139.713),-152553.0,-139713.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty Cổ phần Tập đoàn BRG và Công ty con > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(631.545),(8.500),-631545.0,-8500.0
Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty Cổ phần Du lịch Dịch vụ Hà Nội > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(9.473),(5.259),-9473.0,-5259.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty Cổ phần Du lịch Dịch vụ Hà Nội > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(301.228),(312.582),-301228.0,-312582.0
Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(25.704),(23.565),-25704.0,-23565.0
▪ Tiền gửi có kỳ hạn tại SeABank,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(1.679.300),(910.000),-1679300.0,-910000.0
Công ty cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Công ty cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Công ty cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,,,,
▪ Tiền gửi không kỳ hạn tại SeABank,Công ty cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội > ▪ Tiền gửi không kỳ hạn tại SeABank,▪ Tiền gửi không kỳ hạn tại SeABank,(163.416),(135.545),-163416.0,-135545.0
▪ Tiền gửi có kỳ hạn tại SeABank,Công ty cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội > ▪ Tiền gửi có kỳ hạn tại SeABank,▪ Tiền gửi có kỳ hạn tại SeABank,(3.000.000),(3.100.000),-3000000.0,-3100000.0
