row_label_raw,row_label_full,col_0,col_1,2020VND,2019VND,numeric__col_1,numeric__2020VND,numeric__2019VND
iv),iv),iv),Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,,,
iv),iv) > iv),iv),Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,100.000.000.000,-,,100000000000.0,
iv),iv) > iv),iv),Công ty TNHH MTV Thời trang CAO,70.000.000.000,-,,70000000000.0,
iv),iv) > iv),iv),Công ty TNHH MTV Kỳ nguyên Khách hàng,-,10.000.000.000,,,10000000000.0
iv),iv) > iv),iv),,170.000.000.000,10.000.000.000,,170000000000.0,10000000000.0
v),v),v),Thu nhập lãi cho vay ngắn hạn,Thu nhập lãi cho vay ngắn hạn,Thu nhập lãi cho vay ngắn hạn,,,
v),v) > v),v),Công ty TNHH MTV Kỳ nguyên Khách hàng,-,2.303.718.963,,,2303718963.0
vi),vi),vi),Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,,,
vi),vi) > vi),vi),Lương và các quyền lợi gộp khác Trong đó:,44.426.030.312,53.158.673.767,,44426030312.0,53158673767.0
vi),vi) > vi),vi),Các thành viên Hội đồng Quản trị,13.327.809.094,15.947.602.130,,13327809094.0,15947602130.0
vi),vi) > vi),vi),Các thành viên Ban Điều hành,31.098.221.218,37.211.071.637,,31098221218.0,37211071637.0
(b),(b),(b),Số dư cuối năm với các bên liên quan,Số dư cuối năm với các bên liên quan,Số dư cuối năm với các bên liên quan,,,
(b),(b),(b),,2020VND,2019VND,,,
i),i),i),Phải thu ngắn hạn của khách hàng (Thuyết minh 4),Phải thu ngắn hạn của khách hàng (Thuyết minh 4),Phải thu ngắn hạn của khách hàng (Thuyết minh 4),,,
i),i) > i),i),Công ty TNHH MTV Thời trang CAO,-,61.373.320.983,,,61373320983.0
i),i) > i),i),Công ty TNHH MTV Kỳ nguyên Khách hàng,-,3.639.325.046,,,3639325046.0
i),i) > i),i),,-,65.012.646.029,,,65012646029.0
ii),ii),ii),Trà trước cho người bán ngắn hạn(Thuyết minh 5),Trà trước cho người bán ngắn hạn(Thuyết minh 5),Trà trước cho người bán ngắn hạn(Thuyết minh 5),,,
ii),ii) > ii),ii),Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,514.736.557.354,692.306.416.495,,514736557354.0,692306416495.0
ii),ii) > ii),ii),Công ty TNHH MTV Kỳ nguyên Khách hàng,41.222.405.343,-,,41222405343.0,
ii),ii) > ii),ii),,555.958.962.697,692.306.416.495,,555958962697.0,692306416495.0
