row_label_raw,row_label_full,300.000.000.000,953.230.965.374,(938.000.000.000),315.230.965.374,numeric__953.230.965.374,numeric__(938.000.000.000),numeric__315.230.965.374
499.861.368.524,499.861.368.524,499.861.368.524,976.020.385.113,(1.192.873.511.345),283.008.242.292,976020385113.0,-1192873511345.0,283008242292.0
200.000.000.000,200.000.000.000,200.000.000.000,965.585.828.580,(940.900.000.000),224.685.828.580,965585828580.0,-940900000000.0,224685828580.0
-,-,-,295.383.613.627,(150.977.623.867),144.405.989.760,295383613627.0,-150977623867.0,144405989760.0
-,-,-,313.379.349.870,(195.716.170.800),117.663.179.070,313379349870.0,-195716170800.0,117663179070.0
92.799.546.320,92.799.546.320,92.799.546.320,280.828.894.723,(301.291.056.397),72.337.384.646,280828894723.0,-301291056397.0,72337384646.0
-,-,-,68.348.957.900,-,68.348.957.900,68348957900.0,,68348957900.0
97.000.000.000,97.000.000.000,97.000.000.000,242.097.049.000,(274.097.049.000),65.000.000.000,242097049000.0,-274097049000.0,65000000000.0
490.427.204.477,490.427.204.477,490.427.204.477,478.745.173.542,(910.119.406.019),59.052.972.000,478745173542.0,-910119406019.0,59052972000.0
99.971.329.000,99.971.329.000,99.971.329.000,158.907.793.895,(211.540.894.614),47.338.228.281,158907793895.0,-211540894614.0,47338228281.0
-,-,-,262.100.000.000,(217.300.000.000),44.800.000.000,262100000000.0,-217300000000.0,44800000000.0
3.700.000.000,3.700.000.000,3.700.000.000,3.700.000.000,(3.700.000.000),3.700.000.000,3700000000.0,-3700000000.0,3700000000.0
298.893.399.480,298.893.399.480,298.893.399.480,1.248.892.181.869,(1.547.785.581.349),-,1248892181869.0,-1547785581349.0,
-,-,-,62.312.992.680,(62.312.992.680),-,62312992680.0,-62312992680.0,
129.118.090.430,129.118.090.430,129.118.090.430,72.319.347.800,(81.191.550.430),120.245.887.800,72319347800.0,-81191550430.0,120245887800.0
23.000.000.000,23.000.000.000,23.000.000.000,11.000.000.000,(11.000.000.000),23.000.000.000,11000000000.0,-11000000000.0,23000000000.0
2.234.770.938.231,2.234.770.938.231,2.234.770.938.231,6.392.852.533.973,(7.038.805.836.501),1.588.817.635.703,6392852533973.0,-7038805836501.0,1588817635703.0
