row_label_raw,row_label_full,19,CÁC KHOẢN VAY (tiếp theo),numeric__CÁC KHOẢN VAY (tiếp theo)
(a),(a),(a),Ngắn hạn (tiếp theo),
(*),(*),(*),Chi tiết các khoản vay ngân hàng ngân hạn như sau:,
,,,Ngân hàng,
,,,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,
,,,Ngân hàng TMCP Công thương Việt Nam,
,,,Ngân hàng TMCP Đông Nam Á,
,,,Ngân hàng TMCP Quốc tế Việt Nam,
,,,Ngân Hàng TNHH MTV HSBC (Việt Nam),
,,,Ngân hàng TNHH CTBC - Chi nhánh Hồ Chí Minh,
,,,Ngân hàng TMCP Phát triển TP. Hồ Chí Minh,
,,,Ngân hàng TNHH Shinhan Việt Nam,
,,,Ngân hàng TMCP Ngoại thương Việt Nam,
,,,Ngân hàng TMCP Quản đội,
,,,China Construction Bank Corporation - Chi Nhánh Hồ Chí Minh,
