row_label_raw,row_label_full,col_0,col_1,2020VND,2019VND,numeric__col_1,numeric__2020VND,numeric__2019VND
iii),iii),iii),Phải thu về cho vay ngắn hạn,,,,,
iii),iii) > iii),iii),Công ty TNHH MTV Kỳ nguyên Khách hàng,50.000.000.000,100.000.000.000,,50000000000.0,100000000000.0
iv),iv),iv),Phải thu ngắn hạn khác (Thuyết minh 6(a)),,,,,
iv),iv) > iv),iv),Công ty TNHH MTV Kỳ nguyên Khách hàng,2.392.628.963,2.303.718.963,,2392628963.0,2303718963.0
v),v),v),Phải trả người bán ngắn hạn(Thuyết minh 13),,,,,
v),v) > v),v),Công ty TNHH MTV Thời trang CAO,21.538.833.386,-,,21538833386.0,
v),v) > v),v),Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,5.680.214.924,-,,5680214924.0,
v),v) > v),v),Công ty TNHH MTV Giám định PNJ,-,2.105.605.324,,,2105605324.0
v),v) > v),v),,27.219.048.310,2.105.605.324,,27219048310.0,2105605324.0
vi),vi),vi),Phải trả ngắn hạn khác (Thuyết minh 18),,,,,
vi),vi) > vi),vi),Công ty TNHH MTV Giám định PNJ,545.841.096,545.841.096,,545841096.0,545841096.0
vii),vii),vii),Vay ngắn hạn (Thuyết minh 19(a)),,,,,
vii),vii) > vii),vii),Công ty TNHH MTV Giám định PNJ,23.000.000.000,23.000.000.000,,23000000000.0,23000000000.0
