row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
100,100,100,TÀI SẢN NGĂN HẠN,,6.474.649.388.077,6.682.090.576.699,,,6474649388077.0,6682090576699.0
110,110,110,Tiền,,228.463.983.404,82.586.849.294,,,228463983404.0,82586849294.0
111,111,111,Tiền,3,228.463.983.404,82.586.849.294,,3.0,228463983404.0,82586849294.0
130,130,130,Các khoản phải thu ngắn hạn,,630.326.326.092,932.945.866.003,,,630326326092.0,932945866003.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,42.741.333.285,96.534.570.471,,4.0,42741333285.0,96534570471.0
132,132,132,Trả trước cho người bán ngắn hạn,5,571.620.933.833,731.834.000.148,,5.0,571620933833.0,731834000148.0
135,135,135,Phải thu về cho vay ngắn hạn,35(b),50.000.000.000,100.000.000.000,,,50000000000.0,100000000000.0
136,136,136,Phải thu ngắn hạn khác,6(a),12.463.883.751,4.093.499.097,,,12463883751.0,4093499097.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,7,(46.559.069.745),-,,7.0,-46559069745.0,
139,139,139,Tài sản thiếu chờ xử lý,,59.244.968,483.796.287,,,59244968.0,483796287.0
140,140,140,Hàng tồn kho,,5.545.614.607.458,5.600.042.475.851,,,5545614607458.0,5600042475851.0
141,141,141,Hàng tồn kho,8,5.545.614.607.458,5.600.042.475.851,,8.0,5545614607458.0,5600042475851.0
150,150,150,Tài sản ngắn hạn khác,,70.244.471.123,66.515.385.551,,,70244471123.0,66515385551.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),60.983.508.549,66.450.661.055,,,60983508549.0,66450661055.0
152,152,152,Thuế GTGT được khấu trừ,,9.260.962.574,-,,,9260962574.0,
153,153,153,Thuế và các khoản khác phải thu Nhà nước,,-,64.724.496,,,,64724496.0
200,200,200,TÀI SẢN DÀI HẠN,,1.492.980.532.386,1.278.105.627.829,,,1492980532386.0,1278105627829.0
210,210,210,Khoản phải thu dài hạn,,73.087.785.912,67.305.344.776,,,73087785912.0,67305344776.0
216,216,216,Phải thu dài hạn khác,6(b),73.087.785.912,67.305.344.776,,,73087785912.0,67305344776.0
220,220,220,Tài sản cố định,,816.679.203.148,829.804.515.778,,,816679203148.0,829804515778.0
221,221,221,Tài sản cố định hữu hình,10(a),179.965.644.686,182.749.211.876,,,179965644686.0,182749211876.0
222,222,222,Nguyên giá,,328.768.290.663,303.405.749.655,,,328768290663.0,303405749655.0
223,223,223,Giá trị khấu hao lũy kế,,(148.802.645.977),(120.656.537.779),,,-148802645977.0,-120656537779.0
227,227,227,Tài sản cố định vô hình,10(b),636.713.558.462,647.055.303.902,,,636713558462.0,647055303902.0
228,228,228,Nguyên giá,,669.060.757.659,666.299.045.857,,,669060757659.0,666299045857.0
229,229,229,Giá trị khấu hao lũy kế,,(32.347.199.197),(19.243.741.955),,,-32347199197.0,-19243741955.0
240,240,240,Tài sản dở dang dài hạn,,30.183.906.350,28.192.987.250,,,30183906350.0,28192987250.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,30.183.906.350,28.192.987.250,,11.0,30183906350.0,28192987250.0
250,250,250,Đầu tư tài chính dài hạn,12,310.000.000.000,140.000.000.000,,12.0,310000000000.0,140000000000.0
251,251,251,Đầu tư vào công ty con,,340.000.000.000,170.000.000.000,,,340000000000.0,170000000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,,395.271.613.400,395.271.613.400,,,395271613400.0,395271613400.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,,(425.271.613.400),(425.271.613.400),,,-425271613400.0,-425271613400.0
260,260,260,Tài sản dài hạn khác,,263.029.636.976,212.802.780.025,,,263029636976.0,212802780025.0
261,261,261,Chi phí trả trước dài hạn,9(b),174.314.839.953,125.671.315.366,,,174314839953.0,125671315366.0
262,262,262,Tài sản thuế thu nhập hoãn lại,22,88.714.797.023,87.131.464.659,,22.0,88714797023.0,87131464659.0
270,270,270,TỔNG TÀI SẢN,,7.967.629.920.463,7.960.196.204.528,,,7967629920463.0,7960196204528.0
