row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2020VND,2019VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRẢ,,2.819.891.308.781,3.440.009.205.304,,,2819891308781.0,3440009205304.0
310,Mãsố > 310,310,Nợ ngắn hạn,,2.810.745.215.781,3.432.402.203.304,,,2810745215781.0,3432402203304.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,13,467.421.998.503,619.571.810.553,,13.0,467421998503.0,619571810553.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,14,78.453.544.728,58.403.718.325,,14.0,78453544728.0,58403718325.0
313,Mãsố > 313,313,Thuế và các khoản phải nộp Nhà nước,15,205.321.597.778,165.567.273.128,,15.0,205321597778.0,165567273128.0
314,Mãsố > 314,314,Phải trả người lao động,16,244.814.397.938,175.648.804.619,,16.0,244814397938.0,175648804619.0
315,Mãsố > 315,315,Chỉ phí phải trả ngắn hạn,17,42.163.045.770,40.171.657.351,,17.0,42163045770.0,40171657351.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,18,68.515.458.771,48.233.642.368,,18.0,68515458771.0,48233642368.0
320,Mãsố > 320,320,Vay ngắn hạn,19(a),1.588.817.635.703,2.234.770.938.231,,,1588817635703.0,2234770938231.0
322,Mãsố > 322,322,"Quỹ khen thưởng, phúc lợi",20,115.237.536.590,90.034.358.729,,20.0,115237536590.0,90034358729.0
330,Mãsố > 330,330,Nợ dài hạn,,9.146.093.000,7.607.002.000,,,9146093000.0,7607002000.0
337,Mãsố > 337,337,Phải trả dài hạn khác,,526.168.000,476.006.000,,,526168000.0,476006000.0
338,Mãsố > 338,338,Vay dài hạn,19(b),-,3.700.000.000,,,,3700000000.0
342,Mãsố > 342,342,Dự phòng phải trả dài hạn,21,8.619.925.000,3.430.996.000,,21.0,8619925000.0,3430996000.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,5.147.738.611.682,4.520.186.999.224,,,5147738611682.0,4520186999224.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,5.147.738.611.682,4.520.186.999.224,,,5147738611682.0,4520186999224.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"23, 24",2.276.123.620.000,2.252.935.850.000,,,2276123620000.0,2252935850000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.276.123.620.000,2.252.935.850.000,,,2276123620000.0,2252935850000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,24,991.261.882.458,968.074.112.458,,24.0,991261882458.0,968074112458.0
415,Mãsố > 415,415,Cổ phiếu quỹ,24,(3.384.090.000),(2.101.090.000),,24.0,-3384090000.0,-2101090000.0
418,Mãsố > 418,418,Quỹ đầu tư phát triển,24,372.779.556.918,313.083.556.918,,24.0,372779556918.0,313083556918.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"") chưaphân phối",24,1.510.957.642.306,988.194.569.848,,24.0,1510957642306.0,988194569848.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế của cácnăm trước,,613.766.393.848,8.315.394.986,,,613766393848.0,8315394986.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,897.191.248.458,979.879.174.862,,,897191248458.0,979879174862.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,7.967.629.920.463,7.960.196.204.528,,,7967629920463.0,7960196204528.0
