row_label_raw,row_label_full,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam (“Techcombank”) (**) Công ty Cổ phần Thực phẩm Cholimex (“Cholimex”),"31/12/2018 > Tỷ lệ sở hữu trên vốn cổ phần > 20,0% > 32,8%","31/12/2018 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 20,0% > 32,8%",31/12/2018 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 12.918.583 > 249.392,31/12/2018 > Giá trị hợp lý Triệu VND > 19.426.445 > (*),"1/1/2018 > Tỷ lệ sở hữu trên vốn cổ phần > 20,0% > 32,8%","1/1/2018 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 20,0% > 32,8%",1/1/2018 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 8.910.399 > 249.392,1/1/2018 > Giá trị hợp lý Triệu VND > (*),"numeric__31/12/2018 > Tỷ lệ sở hữu trên vốn cổ phần > 20,0% > 32,8%","numeric__31/12/2018 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 20,0% > 32,8%",numeric__31/12/2018 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 12.918.583 > 249.392,numeric__31/12/2018 > Giá trị hợp lý Triệu VND > 19.426.445 > (*),"numeric__1/1/2018 > Tỷ lệ sở hữu trên vốn cổ phần > 20,0% > 32,8%","numeric__1/1/2018 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 20,0% > 32,8%",numeric__1/1/2018 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 8.910.399 > 249.392,numeric__1/1/2018 > Giá trị hợp lý Triệu VND > (*)
Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),"25,0%","25,0%",7.893,(*),"25,0%","25,0%",9.719,(*),0.25,0.25,7893.0,,0.25,0.25,9719.0,
Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),"25,0%","25,0%",6.752,(*),"25,0%","25,0%",7.252,(*),0.25,0.25,6752.0,,0.25,0.25,7252.0,
"Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ Đồng Nai (“Donatraco”)","Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ Đồng Nai (“Donatraco”)","Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ Đồng Nai (“Donatraco”)","21,3%","21,3%",10.701,(*),"21,3%","21,3%",9.375,(*),0.213,0.213,10701.0,,0.213,0.213,9375.0,
Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),"24,9%","24,9%",2.135.490,(*),"24,9%","24,9%",2.135.490,(*),0.249,0.249,2135490.0,,0.249,0.249,2135490.0,
,,,,,15.328.811,(*),,,11.321.627,(*),,,15328811.0,,,,11321627.0,
