row_label_raw,row_label_full,col_0,Vốn cổ phần Triệu VND,Thặng dư vốn cổ phần Triệu VND,Vốn khác của chủ sở hữu Triệu VND,Cổ phiếu quỹ Triệu VND,Chênh lệch tỷ giá hối đoái Triệu VND,Lợi nhuận sau thuế chưa phân phối Triệu VND,Vốn chủ sở hữu thuộc về cổ đông của Công ty Triệu VND,Lợi ích cổ đông không kiểm soát Triệu VND,Tổng Triệu VND,numeric__Vốn cổ phần Triệu VND,numeric__Thặng dư vốn cổ phần Triệu VND,numeric__Vốn khác của chủ sở hữu Triệu VND,numeric__Cổ phiếu quỹ Triệu VND,numeric__Chênh lệch tỷ giá hối đoái Triệu VND,numeric__Lợi nhuận sau thuế chưa phân phối Triệu VND,numeric__Vốn chủ sở hữu thuộc về cổ đông của Công ty Triệu VND,numeric__Lợi ích cổ đông không kiểm soát Triệu VND,numeric__Tổng Triệu VND
Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,11.573.740,6.855.539,(9.426.958),(6.518.087),2.431,12.350.048,14.836.713,5.388.482,20.225.195,11573740.0,6855539.0,-9426958.0,-6518087.0,2431.0,12350048.0,14836713.0,5388482.0,20225195.0
Phát hành cổ phiếu mới,Phát hành cổ phiếu mới,Phát hành cổ phiếu mới,57.755,(50),-,-,-,-,57.705,-,57.705,57755.0,-50.0,,,,,57705.0,,57705.0
Phát hành lại cổ phiếu quỹ,Phát hành lại cổ phiếu quỹ,Phát hành lại cổ phiếu quỹ,-,4.228.928,-,6.518.087,-,-,10.747.015,-,10.747.015,,4228928.0,,6518087.0,,,10747015.0,,10747015.0
Giao dịch với cổ đông không kiểm soát (Thuyết minh 6),Giao dịch với cổ đông không kiểm soát (Thuyết minh 6),Giao dịch với cổ đông không kiểm soát (Thuyết minh 6),-,-,-,-,-,(938.994),(938.994),(861.098),(1.800.092),,,,,,-938994.0,-938994.0,-861098.0,-1800092.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,4.916.497,4.916.497,705.008,5.621.505,,,,,,4916497.0,4916497.0,705008.0,5621505.0
Cổ tức đã phân phối của các công ty con,Cổ tức đã phân phối của các công ty con,Cổ tức đã phân phối của các công ty con,-,-,-,-,-,-,-,(774.097),(774.097),,,,,,,,-774097.0,-774097.0
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,-,-,-,-,1.971,-,1.971,476,2.447,,,,,1971.0,,1971.0,476.0,2447.0
Khác (*),Khác (*),Khác (*),-,-,-,-,-,(134.163),(134.163),134.163,-,,,,,,-134163.0,-134163.0,134163.0,
Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,11.631.495,11.084.417,(9.426.958),-,4.402,16.193.388,29.486.744,4.592.934,34.079.678,11631495.0,11084417.0,-9426958.0,,4402.0,16193388.0,29486744.0,4592934.0,34079678.0
