row_label_raw,row_label_full,col_0,2018,2018_1,2017,2017_1,numeric__2018,numeric__2018_1,numeric__2017,numeric__2017_1
,,,%,Triệu VND,%,Triệu VND,,,,
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,"100,0%",6.243.824,"100,0%",4.138.637,1.0,6243824.0,1.0,4138637.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"20,0%",1.248.765,"20,0%",827.727,0.2,1248765.0,0.2,827727.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"(7,7%)",(483.689),"(9,3%)",(386.264),,-483689.0,,-386264.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"(3,2%)",(197.822),"2,8%",116.082,,-197822.0,0.027999999999999997,116082.0
Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,"0,6%",36.319,"1,8%",74.932,0.006,36319.0,0.018000000000000002,74932.0
Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,"(6,1%)",(382.868),"(9,9%)",(408.846),,-382868.0,,-408846.0
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,"6,5%",406.446,"8,8%",363.909,0.065,406446.0,0.08800000000000001,363909.0
Dự phòng (thừa)/thiếu trong những năm trước,Dự phòng (thừa)/thiếu trong những năm trước,Dự phòng (thừa)/thiếu trong những năm trước,-,(181),"0,7%",30.981,,-181.0,0.006999999999999999,30981.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,"(0,1%)",(4.651),"(2,1%)",(87.574),,-4651.0,,-87574.0
,,,"10,0%",622.319,"12,8%",530.947,0.1,622319.0,0.128,530947.0
