row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2018Triệu VND,1/1/2018Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018Triệu VND,numeric__1/1/2018Triệu VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),100,,12.499.618,15.144.937,100.0,,12499618.0,15144937.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,4.585.889,7.417.111,110.0,5.0,4585889.0,7417111.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,513.597,320.723,111.0,,513597.0,320723.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,4.072.292,7.096.388,112.0,,4072292.0,7096388.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,6,375.848,640.069,120.0,6.0,375848.0,640069.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,,375.848,640.069,123.0,,375848.0,640069.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,7,2.412.555,2.247.100,130.0,7.0,2412555.0,2247100.0
Phải thu của khách hàng,TÀI SẢN > Phải thu của khách hàng,Phải thu của khách hàng,131,,1.523.385,1.221.821,131.0,,1523385.0,1221821.0
Trả trước cho người bán,TÀI SẢN > Trả trước cho người bán,Trả trước cho người bán,132,,707.242,277.698,132.0,,707242.0,277698.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,,288.063,864.228,136.0,,288063.0,864228.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,,(106.135),(116.647),137.0,,-106135.0,-116647.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,8,4.333.191,4.333.097,140.0,8.0,4333191.0,4333097.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,4.389.589,4.347.552,141.0,,4389589.0,4347552.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(56.398),(14.455),149.0,,-56398.0,-14455.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,792.135,507.560,150.0,,792135.0,507560.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,94.291,87.233,151.0,,94291.0,87233.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,674.894,389.953,152.0,,674894.0,389953.0
Thuế phải thu Nhà nước,TÀI SẢN > Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,153,16(a),22.950,30.374,153.0,,22950.0,30374.0
