row_label_raw,row_label_full,col_0,Thực phẩm và đồ uống,Thực phẩm và đồ uống_1,Chuỗi giá trị thịt,Chuỗi giá trị thịt_1,Khai thác mô và chế biến khoáng sản,Khai thác mô và chế biến khoáng sản_1,Khác,Khác_1,Tổng,Tổng_1,numeric__Thực phẩm và đồ uống,numeric__Thực phẩm và đồ uống_1,numeric__Chuỗi giá trị thịt,numeric__Chuỗi giá trị thịt_1,numeric__Khai thác mô và chế biến khoáng sản,numeric__Khai thác mô và chế biến khoáng sản_1,numeric__Khác,numeric__Khác_1,numeric__Tổng,numeric__Tổng_1
,,,2018Triệu VND,2017Triệu VND,2018Triệu VND,2017Triệu VND,2018Triệu VND,2017Triệu VND,2018Triệu VND,2017Triệu VND,2018Triệu VND,2017Triệu VND,,,,,,,,,,
Doanh thu của bộ phận,Doanh thu của bộ phận,Doanh thu của bộ phận,17.345.752,13.525.516,13.976.854,18.690.485,6.865.011,5.404.645,-,-,38.187.617,37.620.646,17345752.0,13525516.0,13976854.0,18690485.0,6865011.0,5404645.0,,,38187617.0,37620646.0
Lợi nhuận gộp của bộ phận,Lợi nhuận gộp của bộ phận,Lợi nhuận gộp của bộ phận,7.571.676,5.897.461,2.096.950,3.991.222,2.212.783,1.743.127,-,-,11.881.409,11.631.810,7571676.0,5897461.0,2096950.0,3991222.0,2212783.0,1743127.0,,,11881409.0,11631810.0
Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,2.720.425,1.606.541,182.733,688.558,879.607,355.658,1.895.025,2.037.015,5.677.790,4.687.772,2720425.0,1606541.0,182733.0,688558.0,879607.0,355658.0,1895025.0,2037015.0,5677790.0,4687772.0
Chi phí không phân bổ,Chi phí không phân bổ,Chi phí không phân bổ,,,,,,,,,(56.285),(1.080.082),,,,,,,,,-56285.0,-1080082.0
Lợi nhuận thuần,Lợi nhuận thuần,Lợi nhuận thuần,,,,,,,,,5.621.505,3.607.690,,,,,,,,,5621505.0,3607690.0
