row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2018Triệu VND > 74.263,Phát sinhTriệu VND > 3.894.806,NộpTriệu VND > (655.870),Cán trừ/phân loại LạiTriệu VND > (3.221.048),31/12/2018Triệu VND > 92.151,numeric__1/1/2018Triệu VND > 74.263,numeric__Phát sinhTriệu VND > 3.894.806,numeric__NộpTriệu VND > (655.870),numeric__Cán trừ/phân loại LạiTriệu VND > (3.221.048),numeric__31/12/2018Triệu VND > 92.151
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,28.963,235.051,(247.272),(4.536),12.206,28963.0,235051.0,-247272.0,-4536.0,12206.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,223.576,726.692,(675.981),(1.647),272.640,223576.0,726692.0,-675981.0,-1647.0,272640.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,51.214,287.503,(289.444),-,49.273,51214.0,287503.0,-289444.0,,49273.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,291.535,(290.912),-,623,,291535.0,-290912.0,,623.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,6.942,720.860,(724.834),-,2.968,6942.0,720860.0,-724834.0,,2968.0
,,,384.958,6.156.447,(2.884.313),(3.227.231),429.861,384958.0,6156447.0,-2884313.0,-3227231.0,429861.0
