row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,Năm đáo hạn,31/12/2018Triệu VND,1/1/2018Triệu VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__Năm đáo hạn,numeric__31/12/2018Triệu VND,numeric__1/1/2018Triệu VND
a. Vay dài hạn,a. Vay dài hạn,a. Vay dài hạn,a. Vay dài hạn,a. Vay dài hạn,a. Vay dài hạn,a. Vay dài hạn,a. Vay dài hạn,,,,,
Khoản vay ngân hàng cóđảm bảo (i),a. Vay dài hạn > Khoản vay ngân hàng cóđảm bảo (i),Khoản vay ngân hàng cóđảm bảo (i),VND,"7,5% - 9,3%",2020 - 2024,841.621,323.478,,,,841621.0,323478.0
Khoản vay khôngđảm bảo (ii),a. Vay dài hạn > Khoản vay khôngđảm bảo (ii),Khoản vay khôngđảm bảo (ii),USD,0%,2018,-,796.425,,0.0,2018.0,,796425.0
,,,,,,841.621,1.119.903,,,,841621.0,1119903.0
b. Trái phiếu thường(bao gồm chi phí phát hành),a. Vay dài hạn > b. Trái phiếu thường(bao gồm chi phí phát hành),b. Trái phiếu thường(bao gồm chi phí phát hành),VND,"8,0% - 10,0%",2020 - 2024,15.021.399,26.393.583,,,,15021399.0,26393583.0
c. Nợ thuê tài chính,a. Vay dài hạn > c. Nợ thuê tài chính,c. Nợ thuê tài chính,VND,"14,0%",2018,-,9.026,,0.14,2018.0,,9026.0
