row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,1/1/2018Triệu VND,numeric__31/12/2018Triệu VND,numeric__1/1/2018Triệu VND
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,
"Ký quỹ, ký cược ngắn hạn","Phải thu ngắn hạn khác > Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",16.090,31.927,16090.0,31927.0
Lãi phải thu từ tiền gửi ngân hàng và các hoạt động đầu tư cho vay khác,Phải thu ngắn hạn khác > Lãi phải thu từ tiền gửi ngân hàng và các hoạt động đầu tư cho vay khác,Lãi phải thu từ tiền gửi ngân hàng và các hoạt động đầu tư cho vay khác,34.874,17.112,34874.0,17112.0
Phải thu từ các dịch vụ (*),Phải thu ngắn hạn khác > Phải thu từ các dịch vụ (*),Phải thu từ các dịch vụ (*),142.244,142.244,142244.0,142244.0
Tạm ứng,Phải thu ngắn hạn khác > Tạm ứng,Tạm ứng,2.548,3.803,2548.0,3803.0
Phải thu khác,Phải thu ngắn hạn khác > Phải thu khác,Phải thu khác,92.307,669.142,92307.0,669142.0
,,,288.063,864.228,288063.0,864228.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,,
"Ký quỹ, ký cược dài hạn","Phải thu dài hạn khác > Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",73.370,37.694,73370.0,37694.0
Phải thu khác (**),Phải thu dài hạn khác > Phải thu khác (**),Phải thu khác (**),1.303.754,1.319.867,1303754.0,1319867.0
,,,1.377.124,1.357.561,1377124.0,1357561.0
