row_label_raw,row_label_full,col_0,Quyền khai thác mô Triệu VND,Chỉ phí phục hồi môi trường mô Triệu VND,Trợ cấp thời việc Triệu VND,Tổng Triệu VND,numeric__Quyền khai thác mô Triệu VND,numeric__Chỉ phí phục hồi môi trường mô Triệu VND,numeric__Trợ cấp thời việc Triệu VND,numeric__Tổng Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,500.451,24.344,48.900,573.695,500451.0,24344.0,48900.0,573695.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,39.141,1.874,6.943,47.958,39141.0,1874.0,6943.0,47958.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,(73.146),-,(6.904),(80.050),-73146.0,,-6904.0,-80050.0
Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,-,-,(1.412),(1.412),,,-1412.0,-1412.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,466.446,26.218,47.527,540.191,466446.0,26218.0,47527.0,540191.0
