row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2018 Triệu VND,2017 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2018 Triệu VND,numeric__2017 Triệu VND
Lợi nhuận kế toán trước thuế(50 = 30 + 40) (mang sang từ trang trước),Lợi nhuận kế toán trước thuế(50 = 30 + 40) (mang sang từ trang trước),Lợi nhuận kế toán trước thuế(50 = 30 + 40) (mang sang từ trang trước),50,,6.243.824,4.138.637,50.0,,6243824.0,4138637.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,31,726.692,630.961,51.0,31.0,726692.0,630961.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,31,(104.373),(100.014),52.0,31.0,-104373.0,-100014.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),60,,5.621.505,3.607.690,60.0,,5621505.0,3607690.0
Phân bổ:,Phân bổ:,Phân bổ:,Phân bổ:,Phân bổ:,Phân bổ:,Phân bổ:,,,,
Cổ đông của Công ty,Phân bổ: > Cổ đông của Công ty,Cổ đông của Công ty,61,,4.916.497,3.102.664,61.0,,4916497.0,3102664.0
Lợi ích cổ đông không kiểm soát,Phân bổ: > Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,62,,705.008,505.026,62.0,,705008.0,505026.0
Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,,,,
Lãi cơ bản trên cổ phiếu (VND),Lãi trên cổ phiếu > Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),70,33,4.561,2.727,70.0,33.0,4561.0,2727.0
