row_label_raw,row_label_full,col_0,1/1/2018Triệu VND,Được ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhấtTriệu VND,31/12/2018Triệu VND,numeric__1/1/2018Triệu VND,numeric__Được ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhấtTriệu VND,numeric__31/12/2018Triệu VND
Chi phí phải trả và dự phòng,Chi phí phải trả và dự phòng,Chi phí phải trả và dự phòng,268.901,(34.627),234.274,268901.0,-34627.0,234274.0
Lãi chưa thực hiện đối với các giao dịch nội bộ,Lãi chưa thực hiện đối với các giao dịch nội bộ,Lãi chưa thực hiện đối với các giao dịch nội bộ,21.639,(706),20.933,21639.0,-706.0,20933.0
Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,8.299,30.081,38.380,8299.0,30081.0,38380.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,(676.212),38.101,(638.111),-676212.0,38101.0,-638111.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,(783.185),71.524,(711.661),-783185.0,71524.0,-711661.0
,,,(1.160.558),104.373,(1.056.185),-1160558.0,104373.0,-1056185.0
