row_label_raw,row_label_full,col_0,1/1/2018 > Giá trị ghi số và số có khả năng trả nợ Triệu VND,1/1/2018 > Tăng Triệu VND,Biến động trong năm > Hoàn trả Triệu VND,Biến động trong năm > Phân loại lại từ các khoản vay và nợ dài hạn Triệu VND,Biến động trong năm > Lỗ chênh lệch tỷ giá hối doái chưa thực hiện Triệu VND,31/12/2018 > Giá trị ghi số và số có khả năng trả nợ Triệu VND,numeric__1/1/2018 > Giá trị ghi số và số có khả năng trả nợ Triệu VND,numeric__1/1/2018 > Tăng Triệu VND,numeric__Biến động trong năm > Hoàn trả Triệu VND,numeric__Biến động trong năm > Phân loại lại từ các khoản vay và nợ dài hạn Triệu VND,numeric__Biến động trong năm > Lỗ chênh lệch tỷ giá hối doái chưa thực hiện Triệu VND,numeric__31/12/2018 > Giá trị ghi số và số có khả năng trả nợ Triệu VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,7.273.764,20.520.885,(21.671.077),-,8.836,6.132.408,7273764.0,20520885.0,-21671077.0,,8836.0,6132408.0
Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,1.892.509,-,(1.908.307),3.127.169,-,3.111.371,1892509.0,,-1908307.0,3127169.0,,3111371.0
,,,9.166.273,20.520.885,(23.579.384),3.127.169,8.836,9.243.779,9166273.0,20520885.0,-23579384.0,3127169.0,8836.0,9243779.0
