row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Lợi nhuận sau thuế cửa công ty mẹ,Lợi nhuận sau thuế cửa công ty mẹ,Lợi nhuận sau thuế cửa công ty mẹ,2.156.925,8.781.861,2156925.0,8781861.0
Cổ tức cổ phiếu ưu đãi (Thuyết minh số 28.1),Cổ tức cổ phiếu ưu đãi (Thuyết minh số 28.1),Cổ tức cổ phiếu ưu đãi (Thuyết minh số 28.1),(60.950),-,-60950.0,
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,2.095.975,8.781.861,2095975.0,8781861.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu Ảnh hưởng suy giảm do trái phiếu hoán đổi (Thuyết minh số 26.3),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu Ảnh hưởng suy giảm do trái phiếu hoán đổi (Thuyết minh số 26.3),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu Ảnh hưởng suy giảm do trái phiếu hoán đổi (Thuyết minh số 26.3),2.095.975,8.781.861,2095975.0,8781861.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu Ảnh hưởng suy giảm do trái phiếu hoán đổi (Thuyết minh số 26.3),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu Ảnh hưởng suy giảm do trái phiếu hoán đổi (Thuyết minh số 26.3),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu Ảnh hưởng suy giảm do trái phiếu hoán đổi (Thuyết minh số 26.3),(147.005),(423.230),-147005.0,-423230.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,1.948.970,8.358.631,1948970.0,8358631.0
,,,Đơn vị tính: cổ phiếu,Đơn vị tính: cổ phiếu,,
,,,Năm nay,Năm trước,,
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,3.710.396.374,3.709.644.981,3710396374.0,3709644981.0
Ảnh hưởng suy giảm do:,Ảnh hưởng suy giảm do:,Ảnh hưởng suy giảm do:,,,,
Cổ phiếu ưu đãi có quyền chuyển đổi,Ảnh hưởng suy giảm do: > Cổ phiếu ưu đãi có quyền chuyển đổi,Cổ phiếu ưu đãi có quyền chuyển đổi,-,64.901.963,,64901963.0
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Ảnh hưởng suy giảm do: > Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,3.710.396.374,3.774.546.944,3710396374.0,3774546944.0
,,,Đơn vị tính: VND,Đơn vị tính: VND,,
,,,Năm nay,Năm trước,,
Lãi cơ bản trên cổ phiếu,Ảnh hưởng suy giảm do: > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,565,2.367,565.0,2367.0
Lãi suy giảm trên cổ phiếu,Ảnh hưởng suy giảm do: > Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,525,2.214,525.0,2214.0
