row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Doanh thu chưa thực hiện từ dịch vụ giáo dục,Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ giáo dục,Doanh thu chưa thực hiện từ dịch vụ giáo dục,2.611.973,2.136.517,2611973.0,2136517.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn","Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn","Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn",808.621,814.192,808621.0,814192.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ",508.312,469.140,508312.0,469140.0
Doanh thu chưa thực hiện từ dịch vụ khác,Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,285.735,148.561,285735.0,148561.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,4.214.641,3.568.410,4214641.0,3568410.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Doanh thu chưa thực hiện từ dịch vụ bảo hành mở rộng, thuê pin xe điện và các dịch vụ liên quan khác","Dài hạn > Doanh thu chưa thực hiện từ dịch vụ bảo hành mở rộng, thuê pin xe điện và các dịch vụ liên quan khác","Doanh thu chưa thực hiện từ dịch vụ bảo hành mở rộng, thuê pin xe điện và các dịch vụ liên quan khác",1.554.775,249.291,1554775.0,249291.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn","Dài hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn","Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ, căn hộ khách sạn",1.263.492,2.072.650,1263492.0,2072650.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Dài hạn > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ",560.176,691.057,560176.0,691057.0
Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Dài hạn > Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,403.518,335.502,403518.0,335502.0
Doanh thu chưa thực hiện từ dịch vụ khác,Dài hạn > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,306.993,302.852,306993.0,302852.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,4.088.954,3.651.352,4088954.0,3651352.0
