row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước(Trình bày lại),numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước(Trình bày lại)
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,15.672.889,9.601.077,15672889.0,9601077.0
Chi phí phát hành,Chi phí phát hành,Chi phí phát hành,1.572.982,1.157.245,1572982.0,1157245.0
Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,3.007.854,1.983.167,3007854.0,1983167.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,2.587.632,1.584.810,2587632.0,1584810.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,22.841.357,14.326.299,22841357.0,14326299.0
