row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,13.769.352,12.755.518,13769352.0,12755518.0
Thuế TNDN tính theo thuế suất 20%,Thuế TNDN tính theo thuế suất 20%,Thuế TNDN tính theo thuế suất 20%,2.753.870,2.551.104,2753870.0,2551104.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Chi phí lãi vay không được khấu trừ,Các khoản điều chỉnh: > Chi phí lãi vay không được khấu trừ,Chi phí lãi vay không được khấu trừ,3.580.007,1.957.710,3580007.0,1957710.0
Lỗ của các công ty con,Các khoản điều chỉnh: > Lỗ của các công ty con,Lỗ của các công ty con,3.415.231,7.353.056,3415231.0,7353056.0
Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từ các giao dịch chuyển nhượng vốn,Các khoản điều chỉnh: > Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từ các giao dịch chuyển nhượng vốn,Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từ các giao dịch chuyển nhượng vốn,1.488.433,479.851,1488433.0,479851.0
Hoàn nhập ảnh hưởng dự phòng đầu tư vào công ty con,Các khoản điều chỉnh: > Hoàn nhập ảnh hưởng dự phòng đầu tư vào công ty con,Hoàn nhập ảnh hưởng dự phòng đầu tư vào công ty con,548.735,(2.210.208),548735.0,-2210208.0
Lỗ từ các hoạt động kinh doanh không được bù trừ,Các khoản điều chỉnh: > Lỗ từ các hoạt động kinh doanh không được bù trừ,Lỗ từ các hoạt động kinh doanh không được bù trừ,169.737,413.336,169737.0,413336.0
Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhất phát sinh từ giao dịch mua nhóm tài sản và hợp nhất kinh doanh,Các khoản điều chỉnh: > Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhất phát sinh từ giao dịch mua nhóm tài sản và hợp nhất kinh doanh,Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhất phát sinh từ giao dịch mua nhóm tài sản và hợp nhất kinh doanh,90.909,69.423,90909.0,69423.0
Lợi thế thương mại phân bổ trên báo cáo tài chính hợp nhất,Các khoản điều chỉnh: > Lợi thế thương mại phân bổ trên báo cáo tài chính hợp nhất,Lợi thế thương mại phân bổ trên báo cáo tài chính hợp nhất,51.693,68.542,51693.0,68542.0
Các khoản khác,Các khoản điều chỉnh: > Các khoản khác,Các khoản khác,1.103.764,1.451.561,1103764.0,1451561.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(783.119),(1.067.803),-783119.0,-1067803.0
Thu nhập miễn thuế từ chuyển nhượng cổ phần được chia tử cổ tức,Các khoản điều chỉnh: > Thu nhập miễn thuế từ chuyển nhượng cổ phần được chia tử cổ tức,Thu nhập miễn thuế từ chuyển nhượng cổ phần được chia tử cổ tức,(513.922),(344.000),-513922.0,-344000.0
Điều chỉnh chi phí lãi vay không được trừ của các năm trước vào năm nay,Các khoản điều chỉnh: > Điều chỉnh chi phí lãi vay không được trừ của các năm trước vào năm nay,Điều chỉnh chi phí lãi vay không được trừ của các năm trước vào năm nay,(192.047),(11.398),-192047.0,-11398.0
Chi phí thuế TNDN ước tính,Các khoản điều chỉnh: > Chi phí thuế TNDN ước tính,Chi phí thuế TNDN ước tính,11.713.291,10.711.174,11713291.0,10711174.0
