row_label_raw,row_label_full,Dự án,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Dự án Khu đỏ thị khu vực TP.HCM,Dự án Khu đỏ thị khu vực TP.HCM,Dự án Khu đỏ thị khu vực TP.HCM,17.680.050,13.470.476,17680050.0,13470476.0
Tổ hợp các dự án của Nhóm Công ty VinFast,Tổ hợp các dự án của Nhóm Công ty VinFast,Tổ hợp các dự án của Nhóm Công ty VinFast,16.573.247,32.313.903,16573247.0,32313903.0
Dự án Vinhomes Long Beach Cần Giờ,Dự án Vinhomes Long Beach Cần Giờ,Dự án Vinhomes Long Beach Cần Giờ,13.524.526,12.980.002,13524526.0,12980002.0
