row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,,
- Rupiah Indonesia,Ngoại tệ các loại: > - Rupiah Indonesia,- Rupiah Indonesia,544.579.760,-,544579760.0,
- Đô la Mỹ,Ngoại tệ các loại: > - Đô la Mỹ,- Đô la Mỹ,197.484.252,171.161.983,197484252.0,171161983.0
- Đô la Canada,Ngoại tệ các loại: > - Đô la Canada,- Đô la Canada,14.151.125,1.118.612,14151125.0,1118612.0
- Euro,Ngoại tệ các loại: > - Euro,- Euro,3.500.350,13.291.572,3500350.0,13291572.0
- Đô la Úc,Ngoại tệ các loại: > - Đô la Úc,- Đô la Úc,240.479,1.420.825,240479.0,1420825.0
- Won Hàn Quốc,Ngoại tệ các loại: > - Won Hàn Quốc,- Won Hàn Quốc,211.266,-,211266.0,
- Đô la Singapore,Ngoại tệ các loại: > - Đô la Singapore,- Đô la Singapore,121.931,-,121931.0,
- Yên Nhật,Ngoại tệ các loại: > - Yên Nhật,- Yên Nhật,60.000,10.000,60000.0,10000.0
- Hryvnia Ukraina,Ngoại tệ các loại: > - Hryvnia Ukraina,- Hryvnia Ukraina,15.048,15.048,15048.0,15048.0
- Rúp Nga,Ngoại tệ các loại: > - Rúp Nga,- Rúp Nga,8.787,-,8787.0,
- Bạt Thái Lan,Ngoại tệ các loại: > - Bạt Thái Lan,- Bạt Thái Lan,4.100,-,4100.0,
- Đô la Hồng Kông,Ngoại tệ các loại: > - Đô la Hồng Kông,- Đô la Hồng Kông,800,-,800.0,
