row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Cá nhân số 5,Cá nhân số 5,Cá nhân số 5,Thành viên mật thiết trong gia đình của cá nhân quản lý Tập đoàn,Phải thu liên quan đến chuyển nhượng cổ phần,1.782.000,-,,,1782000.0,
Cá nhân số 1,Cá nhân số 1,Cá nhân số 1,Thành viên mật thiết trong gia đình của cá nhân quản lý Tập đoàn,Doanh thu liên quan đến chuyển nhượng bất động sản,610.750,-,,,610750.0,
Cá nhân số 6,Cá nhân số 6,Cá nhân số 6,Thành viên HĐQT một công ty con,Doanh thu liên quan đến chuyển nhượng bất động sản,226.205,-,,,226205.0,
Cá nhân số 7,Cá nhân số 7,Cá nhân số 7,Chủ tịch HĐQT một công ty con,Doanh thu liên quan đến chuyển nhượng bất động sản,195.866,-,,,195866.0,
Ông Phạm Nhật Vượng,Ông Phạm Nhật Vượng,Ông Phạm Nhật Vượng,Chủ tịch HĐQT Tập đoàn,Tài trợ cho công ty con của Tập đoànCông ty con nhận vốn gópNhận tiền trước để chuyển nhượng cổ phần trong công ty conNhận chuyển nhượng cổ phần trong công ty VinES Hà TĩnhPhải thu liên quan đến chuyển nhượng cổ phầnHỗ trợ bảo hành xe,18.980.0001.858.2001.729.000864.328420.420-,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,,,,
Cá nhân số 8,Ông Phạm Nhật Vượng > Cá nhân số 8,Cá nhân số 8,Phó chủ tịch HĐQT Tập đoàn,Phải thu liên quan đến chuyển nhượng cổ phầnNhận chuyển nhượng cổ phần trong Công ty VMI,404.250-,-900.000,,,,-900000.0
Cá nhân số 2,Ông Phạm Nhật Vượng > Cá nhân số 2,Cá nhân số 2,Thành viên mật thiết trong gia đình của nhân quản lý công ty con,Phải trả liên quan đến nhận chuyển nhượng cổ phầnPhải thu liên quan đến chuyển nhượng cổ phần,483.000-,-869.400,,,,-869400.0
Cá nhân số 9,Ông Phạm Nhật Vượng > Cá nhân số 9,Cá nhân số 9,Thành viên HĐQT một công ty con đến ngày 1 tháng 7 năm 2022,Đặt cọc cho mục đích chuyển nhượng quyền sử dụng đất,(*),4.045.000,,,,4045000.0
Công ty Cổ phần Đầu tư và Kinh doanh Nam An,Ông Phạm Nhật Vượng > Công ty Cổ phần Đầu tư và Kinh doanh Nam An,Công ty Cổ phần Đầu tư và Kinh doanh Nam An,Công ty được sở hữu bởi cả nhân là bên liên quan đến ngày 15 tháng 12 năm 2022,Phải thu liên quan đến chuyển nhượng cổ phầnLãi nhập gốc cho vayDoanh thu từ bán hàng sản xuất,(*) (*) (*) (*),1.687.500296.723132.582,,,,1.6875002967231327e+18
