row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2023 > Tổng khoản thanh toán tiền thuê tối thiểu,Ngày 31 tháng 12 năm 2023 > Lãi thuê tài chính,Ngày 31 tháng 12 năm 2023 > Giá trị hiện tại của khoản thanh toán,Ngày 31 tháng 12 năm 2022 > Tổng khoản thanh toán tiền thuê tối thiểu,Ngày 31 tháng 12 năm 2022 > Lãi thuê tài chính,Ngày 31 tháng 12 năm 2022 > Giá trị hiện tại của khoản thanh toán,numeric__Ngày 31 tháng 12 năm 2023 > Tổng khoản thanh toán tiền thuê tối thiểu,numeric__Ngày 31 tháng 12 năm 2023 > Lãi thuê tài chính,numeric__Ngày 31 tháng 12 năm 2023 > Giá trị hiện tại của khoản thanh toán,numeric__Ngày 31 tháng 12 năm 2022 > Tổng khoản thanh toán tiền thuê tối thiểu,numeric__Ngày 31 tháng 12 năm 2022 > Lãi thuê tài chính,numeric__Ngày 31 tháng 12 năm 2022 > Giá trị hiện tại của khoản thanh toán
Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,,,,,,
Từ 1 năm trở xuống,Phải thu cho thuê tài chính ngắn hạn > Từ 1 năm trở xuống,Từ 1 năm trở xuống,107.553,20.001,87.552,18.677,13.229,5.448,107553.0,20001.0,87552.0,18677.0,13229.0,5448.0
Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,,,,,,
Từ 1-5 năm,Phải thu cho thuê tài chính dài hạn > Từ 1-5 năm,Từ 1-5 năm,430.213,113.845,316.368,74.708,37.921,36.787,430213.0,113845.0,316368.0,74708.0,37921.0,36787.0
Trên 5 năm,Phải thu cho thuê tài chính dài hạn > Trên 5 năm,Trên 5 năm,322.353,18.057,304.296,56.032,10.757,45.275,322353.0,18057.0,304296.0,56032.0,10757.0,45275.0
TỔNG CỘNG,Phải thu cho thuê tài chính dài hạn > TỔNG CỘNG,TỔNG CỘNG,860.119,151.903,708.216,149.417,61.907,87.510,860119.0,151903.0,708216.0,149417.0,61907.0,87510.0
