row_label_raw,row_label_full,"Đơn vị tư vấn phát hành > Công ty Cổ phần Chứng khoán Kỹ ThươngTrong đó: Trái phiếu dài hạn đến hạn trả > Công ty Cổ phần Chứng khoán SSI > Ngân hàng The Bank of New York Mellon, London Branch và ngân hàng The Bank of New York Mellon SA/NV, Dublin Branch (“trái phiếu hoán đốisố 1”)(*)",Nguyên tệ > VND > USD,Số cuối năm(triệu VND) > 46.336.67624.827.714 > 1.410.543 > 6.194.168,"Kỳ hạn trả gốc, lãi và thông tinliên quan đến quyền chọn bán > Trả gốc từ tháng 2 năm 2024đến tháng 11 năm 2026. Trả lãi hàng quý hoặc sâu tháng mộtlần > Trả gốc từ tháng 8 năm 2025đến tháng 9 năm 2026. Trả lãisâu tháng một lần > Trả gốc vào tháng 4 năm 2026.Trả lãi sâu tháng một lần. Tráichủ có thể thực hiện quyềnchọn bán từ tháng 4 năm 2024.","Lãi suất > Lãi suất thả nổi, lãi suất trongnăm từ 9,03% đến12,43%/năm. Lãi suất cố định, lãi suất trong năm từ8,5% đến 14,5%/năm > Lãi suất thả nổi, lãi suất trongnăm từ 14,5%/năm đến15%/năm > Lãi suất cố định 3%/năm","Tài sản đảm bảo > (i), (ii) > (i)",numeric__Nguyên tệ > VND > USD,numeric__Số cuối năm(triệu VND) > 46.336.67624.827.714 > 1.410.543 > 6.194.168,"numeric__Kỳ hạn trả gốc, lãi và thông tinliên quan đến quyền chọn bán > Trả gốc từ tháng 2 năm 2024đến tháng 11 năm 2026. Trả lãi hàng quý hoặc sâu tháng mộtlần > Trả gốc từ tháng 8 năm 2025đến tháng 9 năm 2026. Trả lãisâu tháng một lần > Trả gốc vào tháng 4 năm 2026.Trả lãi sâu tháng một lần. Tráichủ có thể thực hiện quyềnchọn bán từ tháng 4 năm 2024.","numeric__Lãi suất > Lãi suất thả nổi, lãi suất trongnăm từ 9,03% đến12,43%/năm. Lãi suất cố định, lãi suất trong năm từ8,5% đến 14,5%/năm > Lãi suất thả nổi, lãi suất trongnăm từ 14,5%/năm đến15%/năm > Lãi suất cố định 3%/năm","numeric__Tài sản đảm bảo > (i), (ii) > (i)"
Trong đó: Trái phiếu dài hạn đến hạn trả,Trong đó: Trái phiếu dài hạn đến hạn trả,Trong đó: Trái phiếu dài hạn đến hạn trả,USD,6.194.168,,,,,6194168.0,,,
Ngân hàng The HongKong and Shanghai Banking Corporation Limited (“trái phiếu hoán đối số 2”)(**),Ngân hàng The HongKong and Shanghai Banking Corporation Limited (“trái phiếu hoán đối số 2”)(**),Ngân hàng The HongKong and Shanghai Banking Corporation Limited (“trái phiếu hoán đối số 2”)(**),USD,15.024.663,Trả gốc từ tháng 5 đến tháng 6năm 2027. Trả lãi sâu thángmột lần. Trái chủ có thể thựchiện quyền chọn bán từ tháng4 năm 2024.,Lãi suất cố định 4%/năm,"(ii), (iii)",,15024663.0,,,
Trong đó: Trái phiếu dài hạn đến hạn trả,Trong đó: Trái phiếu dài hạn đến hạn trả,Trong đó: Trái phiếu dài hạn đến hạn trả,USD,15.024.663,Trả gốc từ tháng 5 đến tháng 6năm 2027. Trả lãi sâu thángmột lần. Trái chủ có thể thựchiện quyền chọn bán từ tháng4 năm 2024.,Lãi suất cố định 4%/năm,"(ii), (iii)",,15024663.0,,,
"Ngân hàng The HongKong and Shanghai Banking Corporation Limited, Singapore Branch; Ngân hàng UBS AG Singapore Branch và Ngân hàngThe Bank of New York Mellon, London Branch(“trái phiếu hoán đối số 3”)(***)","Ngân hàng The HongKong and Shanghai Banking Corporation Limited, Singapore Branch; Ngân hàng UBS AG Singapore Branch và Ngân hàngThe Bank of New York Mellon, London Branch(“trái phiếu hoán đối số 3”)(***)","Ngân hàng The HongKong and Shanghai Banking Corporation Limited, Singapore Branch; Ngân hàng UBS AG Singapore Branch và Ngân hàngThe Bank of New York Mellon, London Branch(“trái phiếu hoán đối số 3”)(***)",USD,5.837.687,Trả gốc vào tháng 11 năm2028. Trả lãi hàng quý. Tráichủ có thể thực hiện quyềnchọn bán từ tháng 11 năm2026.,Lãi suất cố định 10%/năm,(i),,5837687.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,74.803.737,,,,,74803737.0,,,
Trong đó:Trái phiếu dài hạn,Trong đó:Trái phiếu dài hạn,Trong đó:Trái phiếu dài hạn,Trong đó:Trái phiếu dài hạn,28.757.192,,,,,28757192.0,,,
Trái phiếu dài hạn đến hạn trả,Trái phiếu dài hạn đến hạn trả,Trái phiếu dài hạn đến hạn trả,Trái phiếu dài hạn đến hạn trả,46.046.545,,,,,46046545.0,,,
