row_label_raw,row_label_full,"Bên cho vay/thu xếp tín dụng > Ngân hàng TMCP Ngoại thương Việt NamTrong đó: vay dài hạn đến hạn trả > Ngân hàng TMCP Việt Nam Thịnh VươngTrong đó: vay dài hạn đến hạn trả > Ngân hàng HSBC, Singapore Branch > Ngân hàng Woori Bank, Singapore Branch > Ngân hàng TMCP Quân độiTrong đó: vay dài hạn đến hạn trả",Số cuối năm > Nguyên tệ > VND > USD > VND,Số cuối năm > Triệu VND > 6.489.976 > 1.676.000 > 2.444.151 > 485.000 > 1.917.040 > 1.445.916 > 2.000.000,Ngày đáo hạn > Từ tháng 1 năm 2024 đến tháng 6 năm 2027 > Từ tháng 7 năm 2024 đến tháng 6 năm 2028 > Tháng 5 năm 2025 > Tháng 10 năm 2026 > Từ tháng 11 năm 2024 đến tháng 2 năm 2028,numeric__Số cuối năm > Nguyên tệ > VND > USD > VND,numeric__Số cuối năm > Triệu VND > 6.489.976 > 1.676.000 > 2.444.151 > 485.000 > 1.917.040 > 1.445.916 > 2.000.000,numeric__Ngày đáo hạn > Từ tháng 1 năm 2024 đến tháng 6 năm 2027 > Từ tháng 7 năm 2024 đến tháng 6 năm 2028 > Tháng 5 năm 2025 > Tháng 10 năm 2026 > Từ tháng 11 năm 2024 đến tháng 2 năm 2028
Ngân hàng TMCP Quân độiTrong đó: vay dài hạn đến hạn trả,Ngân hàng TMCP Quân độiTrong đó: vay dài hạn đến hạn trả,Ngân hàng TMCP Quân độiTrong đó: vay dài hạn đến hạn trả,VND,100.000,,,100000.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TMCP Đầu tư và Phát triển Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TMCP Đầu tư và Phát triển Việt NamTrong đó: vay dài hạn đến hạn trả,VND,870.954,Từ tháng 10 năm 2024 đến tháng 4 năm 2028,,870954.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TMCP Đầu tư và Phát triển Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TMCP Đầu tư và Phát triển Việt NamTrong đó: vay dài hạn đến hạn trả,VND,58.064,,,58064.0,
Ngân hàng TMCP Kỹ Thương Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TMCP Kỹ Thương Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TMCP Kỹ Thương Việt NamTrong đó: vay dài hạn đến hạn trả,VND,345.000,Từ tháng 1 năm 2024 đến tháng 8 năm 2024,,345000.0,
Ngân hàng TMCP Kỹ Thương Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TMCP Kỹ Thương Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TMCP Kỹ Thương Việt NamTrong đó: vay dài hạn đến hạn trả,VND,345.000,,,345000.0,
Ngân hàng TNHH MTV Woori Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TNHH MTV Woori Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TNHH MTV Woori Việt NamTrong đó: vay dài hạn đến hạn trả,VND,24.060,Từ tháng 1 năm 2024 đến tháng 4 năm 2025,,24060.0,
Ngân hàng TNHH MTV Woori Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TNHH MTV Woori Việt NamTrong đó: vay dài hạn đến hạn trả,Ngân hàng TNHH MTV Woori Việt NamTrong đó: vay dài hạn đến hạn trả,VND,18.960,,,18960.0,
Một số đối tác doanh nghiệp (*)Trong đó: vay dài hạn đến hạn trả,Một số đối tác doanh nghiệp (*)Trong đó: vay dài hạn đến hạn trả,Một số đối tác doanh nghiệp (*)Trong đó: vay dài hạn đến hạn trả,"VND, EUR",8.244.536,Từ tháng 1 năm 2024 đến tháng 10 năm 2026,,8244536.0,
Một số đối tác doanh nghiệp (*)Trong đó: vay dài hạn đến hạn trả,Một số đối tác doanh nghiệp (*)Trong đó: vay dài hạn đến hạn trả,Một số đối tác doanh nghiệp (*)Trong đó: vay dài hạn đến hạn trả,"VND, EUR",84.095,,,84095.0,
Các bên thu xếp tín dụng của khoản vay hợp vốn 1Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 1Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 1Trong đó: vay dài hạn đến hạn trả,USD,13.380.161,Từ tháng 3 năm 2024 đến tháng 9 năm 2030,,13380161.0,
