row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
53,53,53,Công ty TNHH Dịch vụ Bảo vệ Vincom,Công ty Bảo vệ Vincom,"100,00","100,00",Khu đô thị Vinhomes Riverside(1),Kinh doanh dịch vụ bảo vệ,,,100.0,100.0,,
54,54,54,Công ty TNHH Dịch vụ Vận tải Sinh thái Vinbus,Công ty Vinbus,"100,00","100,00",Khu đô thị Vinhomes Riverside (1),Dịch vụ vận tải hành khách,,,100.0,100.0,,
55,55,55,Công ty VinFast Auto Ltd. (tên trước đây là Công ty VinFast Trading & Investment Ltd.),Công ty VinFast Auto,"50,69","50,69","61 Robinson Road, #06-01 (Suite 608), 61 Robinson, Singapore 068893","Dịch vụ tư vấn quản lý, dịch vụ tài chính khác",,,50.69,50.69,,
56,56,56,Công ty Cổ phần Sản xuất và Kinh doanh VinFast,Công ty VinFast,"99,90","50,64","Khu Kinh tế Đình Vũ - Cát Hải, Đảo Cát Hải, Thị trấn Cát Hải, Huyện Cát Hải, Thành phố Hải Phòng, Việt Nam",Sản xuất xe có động cơ,,,99.9,50.64,,
57,57,57,Công ty VinFast Germany GmbH,Công ty VinFast Germany,"100,00","50,64","106 ResCowork04, Frankfurt, Alte Oper, Bockenheimer Landstraße 17/19, 60325 Frankfurt am Main, Đức","Mua bán, xuất nhập khẩu thiết bị, linh kiện vật tư, phụ tùng ô tô xe máy và các hàng hóa liên quan",,,100.0,50.64,,
58,58,58,Công ty VinFast Engineering Australia PTY Ltd,Công ty VinFast Australia,"100,00","50,64","65 Fennel Street, Port Melbourne, Victoria, Australia","Thiết kế ô tô, xe máy; hợp tác nghiên cứu công nghệ và nhập khẩu, phân phối hàng hóa",,,100.0,50.64,,
59,59,59,Công ty Cổ phần Vingroup Investment Việt Nam,Công ty Vingroup Investment Việt Nam,"100,00","50,96",Khu đô thị Vinhomes Riverside (1),"Hoạt động tư vấn, đầu tư",,,100.0,50.96,,
60,60,60,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Công ty VinFast Trading,"99,50","50,71",Khu đô thị Vinhomes Riverside (1),Bán lẻ xe có động cơ,,,99.5,50.71,,
61,61,61,"Công ty Vingroup USA, LLC",Công ty Vingroup USA,"100,00","50,69","333 W. San Carlos St., Suite 600, San Jose, CA 95110, Mỹ","Nhập khẩu và phân phối thiết bị điện tử, viễn thông",,,100.0,50.69,,
62,62,62,"Công ty VinFast Auto, LLC",Công ty VinFast Auto USA,"100,00","50,69","790 N. San Mateo Drive, San Mateo, CA 94401, Mỹ",Nhập khẩu và phân phối xe ô tô,,,100.0,50.69,,
