row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,29.1,161.452.751,101.809.529,,291.0,161452751.0,101809529.0
02,02,02,2. Các khoản giảm trừ doanh thu,29.1,(25.183),(15.947),,291.0,-25183.0,-15947.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,29.1,161.427.568,101.793.582,,291.0,161427568.0,101793582.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,30,(137.919.092),(87.099.750),,30.0,-137919092.0,-87099750.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,23.508.476,14.693.832,,,23508476.0,14693832.0
21,21,21,6. Doanh thu hoạt động tài chính,29.3,20.502.485,33.048.100,,293.0,20502485.0,33048100.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay và chi phí phát hành,31,(22.841.357),(14.326.299),,31.0,-22841357.0,-14326299.0
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay và chi phí phát hành,,(17.245.871),(10.758.322),,,-17245871.0,-10758322.0
24,24,24,"8. Phần lỗ trong công ty liên doanh, liên kết",19.1,(97.825),(86.524),,191.0,-97825.0,-86524.0
25,25,25,9. Chi phí bán hàng,32,(12.513.907),(9.371.097),,32.0,-12513907.0,-9371097.0
26,26,26,10. Chi phí quản lý doanh nghiệp,32,(13.463.255),(15.953.649),,32.0,-13463255.0,-15953649.0
30,30,30,11. (Lỗ)/lợi nhuận thuần từ hoạt động kinh doanh,,(4.905.383),8.004.363,,,-4905383.0,8004363.0
31,31,31,12. Thu nhập khác,33,22.132.506,5.809.849,,33.0,22132506.0,5809849.0
32,32,32,13. Chi phí khác,33,(3.457.771),(1.058.694),,33.0,-3457771.0,-1058694.0
40,40,40,14. Lợi nhuận khác,33,18.674.735,4.751.155,,33.0,18674735.0,4751155.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,13.769.352,12.755.518,,,13769352.0,12755518.0
51,51,51,16. Chi phí thuế TNDN hiện hành,35,(11.287.235),(11.230.925),,35.0,-11287235.0,-11230925.0
52,52,52,17. (Chi phí)/thu nhập thuế TNDN hoãn lại,35,(426.056),519.751,,35.0,-426056.0,519751.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,2.056.061,2.044.344,,,2056061.0,2044344.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,28.1,2.156.925,8.781.861,,281.0,2156925.0,8781861.0
62,62,62,20. Lỗ sau thuế của cổ đông không kiểm soát,28.1,(100.864),(6.737.517),,281.0,-100864.0,-6737517.0
