row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%)(*),Tỷ lệ lợi ích(%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%)(*),numeric__Tỷ lệ lợi ích(%),numeric__Trụ sở chính,numeric__Hoạt động chính
72,72,72,Công ty VinFast UK Ltd,Công ty VinFast UK,"100,00","50,69","21 Holborn Viaduct, London, EC1A 2DY, Anh",Kinh doanh ô tô,,,100.0,50.69,,
73,73,73,"Công ty VinFast Auto (Thailand) Co., Ltd",Công ty VinFast Thailand,"100,00","50,69","Level 29, The Offices at CentralWorld, 999/9 Rama I Road Khwaeng Pathumwan Bangkok Thailand 10330",Kinh doanh ô tô,,,100.0,50.69,,
74,74,74,Công ty VinFast Middle East FZE,Công ty VinFast UAE,"100,00","50,69","Jebel Ali Freezone, Dubai, United Arab Emirates",Kinh doanh ô tô,,,100.0,50.69,,
75,75,75,Công ty Cổ phần Giải pháp Năng lượng VinES,Công ty VinES,"51,00","51,00","Khu Kinh tế Đình Vũ – Cát Hải, Đảo Cát Hải, Thị trấn Cát Hải, Huyện Cát Hải, Thành phố Hải Phòng, Việt Nam",Sản xuất pin và ắc quy,,,51.0,51.0,,
76,76,76,Công ty Cổ phần Giải pháp Năng lượng VinES Hà Tĩnh,Công ty VinES Hà Tĩnh,"99,80","50,90","Khu Kinh tế Vũng Áng, Xã Kỳ Lợi, Thị xã Kỳ Anh, Tĩnh Hà Tĩnh, Việt Nam",Sản xuất pin và ắc quy,,,99.8,50.9,,
77,77,77,"Công ty VinES USA, LLC",Công ty VinES USA,"100,00","51,00","850 New Burton Road, Suite 201, Dover, Delaware 19904, Kent County","Kinh doanh pin: bán, cho thuê, sửa chữa pin",,,100.0,51.0,,
78,78,78,Công ty Cổ phần Nghiên cứu và Sản xuất Vinsmart,Công ty Vinsmart,"82,65","82,65","Lô CN1-06B-1&2 Khu Công nghiệp Công nghệ cao 1, Khu Công nghệ cao Hòa Lạc, Xã Hạ Bằng, Huyện Thạch Thất, Thành phố Hà Nội, Việt Nam",Sản xuất thiết bị truyền thông,,,82.65,82.65,,
79,79,79,Công ty Vinsmart Trading and Investment Pte. Ltd.,Công ty Vinsmart Trading and Investment,"100,00","82,65","38 Kim Tain Road, #03-07, Singapore",Dịch vụ tư vấn công nghệ thông tin,,,100.0,82.65,,
80,80,80,"Công ty Vingroup Global Pte. Ltd.,",Công ty Vingroup Global,"100,00","82,65","120 Lower Delta Road, #02-00, Cendex Centre, Singapore","Nhập khẩu phân phối hàng hóa, hợp tác nghiên cứu công nghệ",,,100.0,82.65,,
81,81,81,"Công ty Vingroup Investment Pte. Ltd.,",Công ty Vingroup Investment,"90,15","74,50","120 Lower Delta Road, #02-05, Cendex Centre, Singapore",Nghiên cứu và phát triển thị trường,,,90.15,74.5,,
82,82,82,Công ty Cổ phần Phát triển Công nghệ VinTech,Công ty VinTech,"86,67","86,67",Khu đô thị Vinhomes Riverside\( ^{(1)} \),Nghiên cứu và phát triển thực nghiệm khoa học tự nhiên và kỹ thuật,,,86.67,86.67,,
