row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại
Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),200,,814.632.132.986,578.089.120.265,200.0,,814632132986.0,578089120265.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,117.000.000.000,-,210.0,,117000000000.0,
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,9(b),117.000.000.000,-,215.0,,117000000000.0,
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,117.095.554.264,126.240.378.789,220.0,,117095554264.0,126240378789.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,13,41.435.354.265,51.261.545.454,221.0,13.0,41435354265.0,51261545454.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,157.833.953.820,152.511.585.662,222.0,,157833953820.0,152511585662.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(116.398.599.555),(101.250.040.208),223.0,,-116398599555.0,-101250040208.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,14,75.660.199.999,74.978.833.335,227.0,14.0,75660199999.0,74978833335.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,75.714.230.000,75.635.000.000,228.0,,75714230000.0,75635000000.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(54.030.001),(656.166.665),229.0,,-54030001.0,-656166665.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,15,204.909.627.123,216.402.866.917,230.0,15.0,204909627123.0,216402866917.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,245.453.171.738,245.008.056.665,231.0,,245453171738.0,245008056665.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(40.543.544.615),(28.605.189.748),232.0,,-40543544615.0,-28605189748.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,16,166.502.700.155,50.402.902.778,240.0,16.0,166502700155.0,50402902778.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,166.502.700.155,50.402.902.778,242.0,,166502700155.0,50402902778.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,202.933.343.599,176.514.858.641,250.0,,202933343599.0,176514858641.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,7(c),190.933.343.599,176.514.858.641,252.0,,190933343599.0,176514858641.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,12.000.000.000,-,253.0,,12000000000.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,6.190.907.845,8.528.113.140,260.0,,6190907845.0,8528113140.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,,2.275.022.708,2.296.264.595,261.0,,2275022708.0,2296264595.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,17,3.895.812.410,6.178.683.818,262.0,17.0,3895812410.0,6178683818.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,20.072.727,53.164.727,268.0,,20072727.0,53164727.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,3.054.980.706.433,2.293.764.122.181,270.0,,3054980706433.0,2293764122181.0
