row_label_raw,row_label_full,col_0,1/1/2015(phân loại lại)VND,1/1/2015(theo báo cáotrước đây)VND,numeric__1/1/2015(phân loại lại)VND,numeric__1/1/2015(theo báo cáotrước đây)VND
Các khoản đầu tư ngắn hạn,Các khoản đầu tư ngắn hạn,Các khoản đầu tư ngắn hạn,-,106.935.727.762,,106935727762.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,3.221.745.749,-,3221745749.0,
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,89.758.148.680,-,89758148680.0,
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,13.955.833.333,-,13955833333.0,
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,-,11.725.227.873,,11725227873.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,67.210.822.017,-,67210822017.0,
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,189.659.421,55.675.253.565,189659421.0,55675253565.0
Quỹ dự phòng tài chính,Quỹ dự phòng tài chính,Quỹ dự phòng tài chính,-,27.344.159.106,,27344159106.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,30.042.536.531,2.698.377.425,30042536531.0,2698377425.0
