row_label_raw,row_label_full,col_0,Loại tiên,Lãi suất năm,Năm đáo hạn,31/12/2015 VND,31/12/2014 VND,numeric__Loại tiên,numeric__Lãi suất năm,numeric__Năm đáo hạn,numeric__31/12/2015 VND,numeric__31/12/2014 VND
Trái phiếu phát hành theo mênh giá,Trái phiếu phát hành theo mênh giá,Trái phiếu phát hành theo mênh giá,Trái phiếu phát hành theo mênh giá,Trái phiếu phát hành theo mênh giá,Trái phiếu phát hành theo mênh giá,Trái phiếu phát hành theo mênh giá,Trái phiếu phát hành theo mênh giá,,,,,
Lô 1,Trái phiếu phát hành theo mênh giá > Lô 1,Lô 1,VND,(*),2020,200.000.000.000,-,,,2020.0,200000000000.0,
Lô 2,Trái phiếu phát hành theo mênh giá > Lô 2,Lô 2,VND,(*),2020,400.000.000.000,-,,,2020.0,400000000000.0,
,,,,,,600.000.000.000,-,,,,600000000000.0,
Chi phí phát hành trái phiếu,Trái phiếu phát hành theo mênh giá > Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(4.365.500.000),-,,,,-4365500000.0,
,,,,,,595.634.500.000,-,,,,595634500000.0,
