row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm > Số dư cuối năm,31/12/2015VND > 50.402.902.778 > 116.099.797.377 > 166.502.700.155,31/12/2014VND > 33.327.927.353 > 17.074.975.425 > 50.402.902.778,numeric__31/12/2015VND > 50.402.902.778 > 116.099.797.377 > 166.502.700.155,numeric__31/12/2014VND > 33.327.927.353 > 17.074.975.425 > 50.402.902.778
Các công trình xây dựng cơ bản dở dang lớn như sau:,Các công trình xây dựng cơ bản dở dang lớn như sau:,Các công trình xây dựng cơ bản dở dang lớn như sau:,Các công trình xây dựng cơ bản dở dang lớn như sau:,Các công trình xây dựng cơ bản dở dang lớn như sau:,,
,,,31/12/2015VND,1/1/2015VND,,
"Dự án số 2 Hồng Hà, TP. Hồ Chí Minh","Các công trình xây dựng cơ bản dở dang lớn như sau: > Dự án số 2 Hồng Hà, TP. Hồ Chí Minh","Dự án số 2 Hồng Hà, TP. Hồ Chí Minh",139.315.819.478,26.475.698.850,139315819478.0,26475698850.0
"Dự án tại Quận 2, TP. Hồ Chí Minh","Các công trình xây dựng cơ bản dở dang lớn như sau: > Dự án tại Quận 2, TP. Hồ Chí Minh","Dự án tại Quận 2, TP. Hồ Chí Minh",23.108.000.000,23.108.000.000,23108000000.0,23108000000.0
"Dự án 34 Cầu Diễn, Từ Liêm, Hà Nội","Các công trình xây dựng cơ bản dở dang lớn như sau: > Dự án 34 Cầu Diễn, Từ Liêm, Hà Nội","Dự án 34 Cầu Diễn, Từ Liêm, Hà Nội",1.991.392.914,-,1991392914.0,
Khu đô thị Dịch Vọng,Các công trình xây dựng cơ bản dở dang lớn như sau: > Khu đô thị Dịch Vọng,Khu đô thị Dịch Vọng,819.203.928,819.203.928,819203928.0,819203928.0
Khác,Các công trình xây dựng cơ bản dở dang lớn như sau: > Khác,Khác,1.268.283.835,-,1268283835.0,
,,,166.502.700.155,50.402.902.778,166502700155.0,50402902778.0
