row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,185.234.177.492,212.450.279.074,185234177492.0,212450279074.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,40.751.519.048,46.739.061.397,40751519048.0,46739061397.0
Ảnh hưởng của mức thuế suất khác,Ảnh hưởng của mức thuế suất khác,Ảnh hưởng của mức thuế suất khác,,,,
áp dụng cho các công ty con (*),Ảnh hưởng của mức thuế suất khác > áp dụng cho các công ty con (*),áp dụng cho các công ty con (*),(21.987.774),(5.444.496),-21987774.0,-5444496.0
Ảnh hưởng của thay đổi trong thuế suất,Ảnh hưởng của mức thuế suất khác > Ảnh hưởng của thay đổi trong thuế suất,Ảnh hưởng của thay đổi trong thuế suất,268.164.140,-,268164140.0,
Lỗ tính thuế chưa ghi nhận,Ảnh hưởng của mức thuế suất khác > Lỗ tính thuế chưa ghi nhận,Lỗ tính thuế chưa ghi nhận,-,983.136.331,,983136331.0
Chi phí không được khấu trừ thuế,Ảnh hưởng của mức thuế suất khác > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,16.725.108.497,1.238.593.660,16725108497.0,1238593660.0
Thu nhập không bị tính thuế,Ảnh hưởng của mức thuế suất khác > Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,(6.142.271.291),(4.692.015.121),-6142271291.0,-4692015121.0
Uu đãi thuế tại công ty con,Ảnh hưởng của mức thuế suất khác > Uu đãi thuế tại công ty con,Uu đãi thuế tại công ty con,(3.918.603.831),-,-3918603831.0,
Lỗ tính thuế được sử dụng,Ảnh hưởng của mức thuế suất khác > Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(2.949.805.536),-,-2949805536.0,
Ảnh hưởng do chênh lệch giá tính thuế,Ảnh hưởng do chênh lệch giá tính thuế,Ảnh hưởng do chênh lệch giá tính thuế,,,,
cho doanh thu bán đất,Ảnh hưởng do chênh lệch giá tính thuế > cho doanh thu bán đất,cho doanh thu bán đất,-,5.755.877.844,,5755877844.0
Dự phòng thiếu trong những năm trước,Ảnh hưởng do chênh lệch giá tính thuế > Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,1.212.540.257,-,1212540257.0,
Khác,Ảnh hưởng do chênh lệch giá tính thuế > Khác,Khác,83.873.660,(378.333.188),83873660.0,-378333188.0
,,,46.008.537.170,49.640.876.427,46008537170.0,49640876427.0
