row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số cổ phiếu phổ thông bình quân gia quyền – như báo cáo trước đây,Số cổ phiếu phổ thông bình quân gia quyền – như báo cáo trước đây,Số cổ phiếu phổ thông bình quân gia quyền – như báo cáo trước đây,65.153.584,2.276,65153584.0,2276.0
Cổ phiếu phổ thông phát hành ngày 30 tháng 11 năm 2015 dưới hình thức phát hành cổ phiếu thường,Cổ phiếu phổ thông phát hành ngày 30 tháng 11 năm 2015 dưới hình thức phát hành cổ phiếu thường,Cổ phiếu phổ thông phát hành ngày 30 tháng 11 năm 2015 dưới hình thức phát hành cổ phiếu thường,3.257.679,(108),3257679.0,-108.0
Ảnh hưởng của việc mua lại cổ phiếu,Ảnh hưởng của việc mua lại cổ phiếu,Ảnh hưởng của việc mua lại cổ phiếu,(235),-,-235.0,
Số cổ phiếu đã điều chỉnh lại,Số cổ phiếu đã điều chỉnh lại,Số cổ phiếu đã điều chỉnh lại,68.411.028,2.168,68411028.0,2168.0
