row_label_raw,row_label_full,col_0,Khu vực Miền Bắc Triệu VND,Khu vực Miền Trung Triệu VND,Khu vực Miền Nam Triệu VND,Tổng Triệu VND,numeric__Khu vực Miền Bắc Triệu VND,numeric__Khu vực Miền Trung Triệu VND,numeric__Khu vực Miền Nam Triệu VND,numeric__Tổng Triệu VND
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,
"Tiền mặt, vàng","Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",513.907,225.625,1.280.522,2.020.054,513907.0,225625.0,1280522.0,2020054.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,31.046,10.758,3.269.962,3.311.766,31046.0,10758.0,3269962.0,3311766.0
Tài sản khác,Tài sản > Tài sản khác,Tài sản khác,16.840.222,8.951.935,98.555.534,124.347.691,16840222.0,8951935.0,98555534.0,124347691.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,
Nợ phải trả khách hàng bên ngoài,Nợ phải trả > Nợ phải trả khách hàng bên ngoài,Nợ phải trả khách hàng bên ngoài,(15.857.628),(6.746.371),(90.453.270),(113.057.269),-15857628.0,-6746371.0,-90453270.0,-113057269.0
Nợ phải trả nội bộ,Nợ phải trả > Nợ phải trả nội bộ,Nợ phải trả nội bộ,(1.287),(1.630),(10.081),(12.998),-1287.0,-1630.0,-10081.0,-12998.0
Nợ phải trả khác,Nợ phải trả > Nợ phải trả khác,Nợ phải trả khác,(291.760),(139.250),(2.763.762),(3.194.772),-291760.0,-139250.0,-2763762.0,-3194772.0
