row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,
▪ Dịch vụ thanh toán,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ thanh toán,▪ Dịch vụ thanh toán,493.489,476.699,493489.0,476699.0
▪ Dịch vụ ngân quỹ,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ ngân quỹ,▪ Dịch vụ ngân quỹ,42.326,33.088,42326.0,33088.0
▪ Dịch vụ khác,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ khác,▪ Dịch vụ khác,59.285,43.337,59285.0,43337.0
,,,595.100,553.124,595100.0,553124.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,
▪ Dịch vụ thanh toán và ngân quỹ,Chi phí hoạt động dịch vụ > ▪ Dịch vụ thanh toán và ngân quỹ,▪ Dịch vụ thanh toán và ngân quỹ,(219.649),(204.878),-219649.0,-204878.0
"▪ Cước phí bưu điện, mạng viễn thông","Chi phí hoạt động dịch vụ > ▪ Cước phí bưu điện, mạng viễn thông","▪ Cước phí bưu điện, mạng viễn thông",(38.260),(35.834),-38260.0,-35834.0
"▪ Vận chuyển, bốc xếp tiền","Chi phí hoạt động dịch vụ > ▪ Vận chuyển, bốc xếp tiền","▪ Vận chuyển, bốc xếp tiền",(7.294),(6.766),-7294.0,-6766.0
▪ Hoa hồng môi giới,Chi phí hoạt động dịch vụ > ▪ Hoa hồng môi giới,▪ Hoa hồng môi giới,(12.583),(12.044),-12583.0,-12044.0
▪ Các dịch vụ khác,Chi phí hoạt động dịch vụ > ▪ Các dịch vụ khác,▪ Các dịch vụ khác,(33.314),(16.134),-33314.0,-16134.0
,,,(311.100),(275.656),-311100.0,-275656.0
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,284.000,277.468,284000.0,277468.0
