row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016 > Cho vay khách hàng– gộpTriệu VND,Tại ngày 31 tháng 12 năm 2016 > Tiền gửi của khách hàngTriệu VND,Tại ngày 31 tháng 12 năm 2016 > Phát hành giấy tờ có giáTriệu VND,Tại ngày 31 tháng 12 năm 2016 > Nợ tiềm tàng và các cam kết tín dụng– gộpTriệu VND,Tại ngày 31 tháng 12 năm 2016 > Chứng khoán đầu tư – gộpTriệu VND,"Tại ngày 31 tháng 12 năm 2016 > Góp vốn, đầu tư dài hạn – gộpTriệu VND",Tại ngày 31 tháng 12 năm 2016 > Tiền gửi và cho vay TCTD khác– gộpTriệu VND,Tại ngày 31 tháng 12 năm 2016 > Tiền gửi và vay từ TCTD khácTriệu VND,Tại ngày 31 tháng 12 năm 2016 > Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Cho vay khách hàng– gộpTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Tiền gửi của khách hàngTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Phát hành giấy tờ có giáTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Nợ tiềm tàng và các cam kết tín dụng– gộpTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Chứng khoán đầu tư – gộpTriệu VND,"numeric__Tại ngày 31 tháng 12 năm 2016 > Góp vốn, đầu tư dài hạn – gộpTriệu VND",numeric__Tại ngày 31 tháng 12 năm 2016 > Tiền gửi và cho vay TCTD khác– gộpTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Tiền gửi và vay từ TCTD khácTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu VND
Trong nước,Trong nước,Trong nước,86.891.327,101.214.677,3.000.000,5.589.633,21.642.013,2.892.865,7.123.099,5.235.835,8.896.857,86891327.0,101214677.0,3000000.0,5589633.0,21642013.0,2892865.0,7123099.0,5235835.0,8896857.0
Nước ngoài,Nước ngoài,Nước ngoài,-,1.246.585,-,1.784,-,-,1.268.742,1.248.500,1.853.797,,1246585.0,,1784.0,,,1268742.0,1248500.0,1853797.0
,,,86.891.327,102.461.262,3.000.000,5.591.417,21.642.013,2.892.865,8.391.841,6.484.335,10.750.654,86891327.0,102461262.0,3000000.0,5591417.0,21642013.0,2892865.0,8391841.0,6484335.0,10750654.0
Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,,,,,,,,,
,,,Cho vay khách hàng– gộpTriệu VND,Tiền gửi của khách hàngTriệu VND,Phát hành giấy tờ có giáTriệu VND,Nợ tiềm tàng và các cam kết tín dụng– gộpTriệu VND,Chứng khoán đầu tư – gộpTriệu VND,"Góp vốn, đầu tư dài hạn – gộpTriệu VND",Tiền gửi và cho vay TCTD khác– gộpTriệu VND,Tiền gửi và vay từ TCTD khácTriệu VND,Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu VND,,,,,,,,,
Trong nước,Tại ngày 31 tháng 12 năm 2015 > Trong nước,Trong nước,84.759.792,97.240.624,3.000.392,7.309.487,20.169.430,2.986.645,6.246.195,7.260.717,18.362.454,84759792.0,97240624.0,3000392.0,7309487.0,20169430.0,2986645.0,6246195.0,7260717.0,18362454.0
Nước ngoài,Tại ngày 31 tháng 12 năm 2015 > Nước ngoài,Nước ngoài,-,1.284.609,-,3.303,-,-,1.682.079,672.600,1.389.716,,1284609.0,,3303.0,,,1682079.0,672600.0,1389716.0
,,,84.759.792,98.525.233,3.000.392,7.312.790,20.169.430,2.986.645,7.928.274,7.933.317,19.752.170,84759792.0,98525233.0,3000392.0,7312790.0,20169430.0,2986645.0,7928274.0,7933317.0,19752170.0
