row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
01,01,01,Mua sắm tài sản cố định,(202.698),(276.312),,-202698.0,-276312.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",81.027,299.006,,81027.0,299006.0
08,08,08,"Tiền thu từ thanh lý đầu tư, góp vốn vào đơn vị khác",13.226,-,,13226.0,
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn",345,2.308,,345.0,2308.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,(108.100),25.002,,-108100.0,25002.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
04,04,04,Cổ tức trả cho cổ đông,(72),(89),,-72.0,-89.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,(72),(89),,-72.0,-89.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,1.491.928,(27.787.782),,1491928.0,-27787782.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM ĐẦU NĂM,12.574.696,40.362.478,,12574696.0,40362478.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM CUỐI NĂM (THUYẾT MINH SỐ 30),14.066.624,12.574.696,,14066624.0,12574696.0
