row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Đầu tư vào công ty con Công ty TNHH MTV,Đầu tư vào công ty con Công ty TNHH MTV,Đầu tư vào công ty con Công ty TNHH MTV,36.377.481.005,-,33.178.766.912,(11.377.481.005),36377481005.0,,33178766912.0,-11377481005.0
Khách sạn Becamex (i),Khách sạn Becamex (i),Khách sạn Becamex (i),11.377.481.005,-,11.377.481.005,(11.377.481.005),11377481005.0,,11377481005.0,-11377481005.0
Công ty TNHH MTV,Công ty TNHH MTV,Công ty TNHH MTV,,,,,,,,
Thương mại Becamex(ii),Công ty TNHH MTV > Thương mại Becamex(ii),Thương mại Becamex(ii),20.000.000.000,-,16.801.285.907,-,20000000000.0,,16801285907.0,
Công ty TNHH MTV WTC Binh Dương(iii),Công ty TNHH MTV > Công ty TNHH MTV WTC Binh Dương(iii),Công ty TNHH MTV WTC Binh Dương(iii),5.000.000.000,-,5.000.000.000,-,5000000000.0,,5000000000.0,
Đầu tư góp vốn vào đơn vị khác,Công ty TNHH MTV > Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,37.000.000.000,(4.080.000.000),-,-,37000000000.0,-4080000000.0,,
Công ty Cổ phần Công nghệ & Truyền thông Việt Nam(iv),Công ty TNHH MTV > Công ty Cổ phần Công nghệ & Truyền thông Việt Nam(iv),Công ty Cổ phần Công nghệ & Truyền thông Việt Nam(iv),17.000.000.000,(4.080.000.000),-,-,17000000000.0,-4080000000.0,,
Công ty Cổ Phần Bệnh viện Đa khoa Quốc tế Becamex,Công ty TNHH MTV > Công ty Cổ Phần Bệnh viện Đa khoa Quốc tế Becamex,Công ty Cổ Phần Bệnh viện Đa khoa Quốc tế Becamex,20.000.000.000,-,-,-,20000000000.0,,,
Cộng,Công ty TNHH MTV > Cộng,Cộng,73.377.481.005,(4.080.000.000),33.178.766.912,(11.377.481.005),73377481005.0,-4080000000.0,33178766912.0,-11377481005.0
