row_label_raw,row_label_full,col_0,Số đầu năm,Số tiền vay phát sinh trong năm,Kết chuyển từ vay và nợ dài hạn,Số tiền vay đã trả trong năm,Phân bổ chi phí phát hành trái phiếu,Số cuối năm,numeric__Số đầu năm,numeric__Số tiền vay phát sinh trong năm,numeric__Kết chuyển từ vay và nợ dài hạn,numeric__Số tiền vay đã trả trong năm,numeric__Phân bổ chi phí phát hành trái phiếu,numeric__Số cuối năm
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,361.918.059.614,606.214.960.667,-,(642.168.401.494),-,325.964.618.787,361918059614.0,606214960667.0,,-642168401494.0,,325964618787.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,79.320.000.000,-,99.920.000.000,(79.320.000.000),-,99.920.000.000,79320000000.0,,99920000000.0,-79320000000.0,,99920000000.0
Trái phiếu thường dài hạn đến hạn trả,Trái phiếu thường dài hạn đến hạn trả,Trái phiếu thường dài hạn đến hạn trả,80.352.500.000,-,97.352.500.000,-,1.647.500.000,179.352.500.000,80352500000.0,,97352500000.0,,1647500000.0,179352500000.0
Cộng,Cộng,Cộng,521.590.559.614,606.214.960.667,197.272.500.000,(721.488.401.494),1.647.500.000,605.237.118.787,521590559614.0,606214960667.0,197272500000.0,-721488401494.0,1647500000.0,605237118787.0
