row_label_raw,row_label_full,col_0,Số đầu năm,Kết chuyển sang vayvà nợ ngắn hạn,Số cuối năm,numeric__Số đầu năm,numeric__Kết chuyển sang vayvà nợ ngắn hạn,numeric__Số cuối năm
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,259.520.000.000,(99.920.000.000),159.600.000.000,259520000000.0,-99920000000.0,159600000000.0
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,342.057.500.000,(97.352.500.000),244.705.000.000,342057500000.0,-97352500000.0,244705000000.0
Cộng,Cộng,Cộng,601.577.500.000,(197.272.500.000),404.305.000.000,601577500000.0,-197272500000.0,404305000000.0
