row_label_raw,row_label_full,"Cho thuê mặt bằng, trang thiết bị",9.306.843.000,3.198.000.000,numeric__9.306.843.000,numeric__3.198.000.000
Mua dịch vụ,Mua dịch vụ,Mua dịch vụ,2.939.288.287,6.578.103.326,2939288287.0,6578103326.0
Mua hàng hoá,Mua hàng hoá,Mua hàng hoá,1.412.179.955,1.091.187.548,1412179955.0,1091187548.0
Nhận phân phối lợi nhuận,Nhận phân phối lợi nhuận,Nhận phân phối lợi nhuận,9.012.044.603,2.244.038.196,9012044603.0,2244038196.0
Thu nhượng tiền điện tại chung cư Aroma,Thu nhượng tiền điện tại chung cư Aroma,Thu nhượng tiền điện tại chung cư Aroma,2.353.106.970,2.493.078.243,2353106970.0,2493078243.0
Thu nhượng tiền nước tại Chung cư Sunrise,Thu nhượng tiền nước tại Chung cư Sunrise,Thu nhượng tiền nước tại Chung cư Sunrise,207.627.000,211.015.000,207627000.0,211015000.0
Tăng vốn góp từ Quỹ đầu tư phát triển,Tăng vốn góp từ Quỹ đầu tư phát triển,Tăng vốn góp từ Quỹ đầu tư phát triển,-,897.615.278,,897615278.0
Chuyển nhượng quyền sử dụng đất và cơ sở hạ tầng,Chuyển nhượng quyền sử dụng đất và cơ sở hạ tầng,Chuyển nhượng quyền sử dụng đất và cơ sở hạ tầng,5.732.175.376,-,5732175376.0,
