row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,2.605.430.955.903,3.365.488.438.659,,300.0,,2605430955903.0,3365488438659.0
I.,I.,I.,Nợ ngắn hạn,310,,1.923.272.974.679,1.850.078.399.960,,310.0,,1923272974679.0,1850078399960.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.14a,744.288.960.547,753.389.743.058,,311.0,,744288960547.0,753389743058.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.15,6.489.813.346,17.001.404.838,,312.0,,6489813346.0,17001404838.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.16,75.755.024.815,20.823.665.510,,313.0,,75755024815.0,20823665510.0
4.,4.,4.,Phải trả người lao động,314,V.17,2.408.773.848,2.356.314.767,,314.0,,2408773848.0,2356314767.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.18a,370.675.324.764,412.528.917.238,,315.0,,370675324764.0,412528917238.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.19a,81.781.006.816,102.972.484.041,,319.0,,81781006816.0,102972484041.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.20a,605.237.118.787,521.590.559.614,,320.0,,605237118787.0,521590559614.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.21,36.636.951.756,19.415.310.894,,322.0,,36636951756.0,19415310894.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,682.157.981.224,1.515.410.038.699,,330.0,,682157981224.0,1515410038699.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.14b,129.651.594.000,186.151.594.000,,331.0,,129651594000.0,186151594000.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.22,135.953.387.224,715.432.944.699,,336.0,,135953387224.0,715432944699.0
7.,7.,7.,Phải trả dài hạn khác,337,V.19b,12.248.000.000,12.248.000.000,,337.0,,12248000000.0,12248000000.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.20b,404.305.000.000,601.577.500.000,,338.0,,404305000000.0,601577500000.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
