row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do trích lập từ lợi nhuận,Chi quỹ trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng do trích lập từ lợi nhuận,numeric__Chi quỹ trong năm,numeric__Số cuối năm
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",19.415.310.894,31.178.161.640,(14.146.520.778),36.446.951.756,19415310894.0,31178161640.0,-14146520778.0,36446951756.0
"Quỹ thưởng Ban quản lý, điều hành","Quỹ thưởng Ban quản lý, điều hành","Quỹ thưởng Ban quản lý, điều hành",-,3.117.800.000,(2.927.800.000),190.000.000,,3117800000.0,-2927800000.0,190000000.0
Cộng,Cộng,Cộng,19.415.310.894,34.295.961.640,(17.074.320.778),36.636.951.756,19415310894.0,34295961640.0,-17074320778.0,36636951756.0
