row_label_raw,row_label_full,Số cuối năm,Tổng nợ > Số cuối năm,Từ 01 năm trở xuống > Số cuối năm,Trên 01 năm đến 05 năm > Số cuối năm,Trên 05 năm > Số cuối năm,numeric__Tổng nợ > Số cuối năm,numeric__Từ 01 năm trở xuống > Số cuối năm,numeric__Trên 01 năm đến 05 năm > Số cuối năm,numeric__Trên 05 năm > Số cuối năm
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,259.520.000.000,99.920.000.000,159.600.000.000,-,259520000000.0,99920000000.0,159600000000.0,
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,424.057.500.000,179.352.500.000,244.705.000.000,-,424057500000.0,179352500000.0,244705000000.0,
Cộng,Cộng,Cộng,683.577.500.000,279.272.500.000,404.305.000.000,-,683577500000.0,279272500000.0,404305000000.0,
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Vay dài hạn ngân hàng,Số đầu năm > Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,338.840.000.000,79.320.000.000,259.520.000.000,-,338840000000.0,79320000000.0,259520000000.0,
Trái phiếu thường,Số đầu năm > Trái phiếu thường,Trái phiếu thường,422.410.000.000,80.352.500.000,342.057.500.000,-,422410000000.0,80352500000.0,342057500000.0,
Cộng,Số đầu năm > Cộng,Cộng,761.250.000.000,159.672.500.000,601.577.500.000,-,761250000000.0,159672500000.0,601577500000.0,
