row_label_raw,row_label_full,Số đầu năm > Mua trong năm,Nguyên giá > 16.860.349.179 > 467.902.000,Hao mòn lũy kế > 6.911.042.621,Giá trị còn lại > 9.949.306.558,numeric__Nguyên giá > 16.860.349.179 > 467.902.000,numeric__Hao mòn lũy kế > 6.911.042.621,numeric__Giá trị còn lại > 9.949.306.558
Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,6.278.133.800,,,6278133800.0,,
Khẩu hao trong năm,Khẩu hao trong năm,Khẩu hao trong năm,,2.047.171.819,,,2047171819.0,
Số cuối năm,Số cuối năm,Số cuối năm,23.606.384.979,8.958.214.440,14.648.170.539,23606384979.0,8958214440.0,14648170539.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,
Đã khẩu hao hết nhưng vấn còn sử dụng,Trong đó: > Đã khẩu hao hết nhưng vấn còn sử dụng,Đã khẩu hao hết nhưng vấn còn sử dụng,4.084.613.021,,,4084613021.0,,
