row_label_raw,row_label_full,col_0,Chức danh,Tiền lương,Thường,Thù lao,Cộng thu nhập,numeric__Chức danh,numeric__Tiền lương,numeric__Thường,numeric__Thù lao,numeric__Cộng thu nhập
Ông Trịnh Thanh Hùng,Ông Trịnh Thanh Hùng,Ông Trịnh Thanh Hùng,Tổng Giám ĐốcNguyễn Phó Tổng Giám Đốc,857.500.000,690.000.000,-,1.547.500.000,,857500000.0,690000000.0,,1547500000.0
Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,"Thành viên HDQT,Phó Tổng Giám đốc",715.000.000,675.000.000,260.000.000,1.650.000.000,,715000000.0,675000000.0,260000000.0,1650000000.0
Ông Trần Ngọc Hiền,Ông Trần Ngọc Hiền,Ông Trần Ngọc Hiền,Phó Tổng Giám đốc,715.000.000,650.000.000,-,1.365.000.000,,715000000.0,650000000.0,,1365000000.0
Bà Bùi Thị Thùy,Bà Bùi Thị Thùy,Bà Bùi Thị Thùy,Kế toán trưởng,715.000.000,650.000.000,-,1.365.000.000,,715000000.0,650000000.0,,1365000000.0
Cộng,Cộng,Cộng,,3.932.500.000,3.615.000.000,2.933.000.000,10.480.500.000,,3932500000.0,3615000000.0,2933000000.0,10480500000.0
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,,,,
Ông Nguyễn Văn Hùng,Năm trước > Ông Nguyễn Văn Hùng,Ông Nguyễn Văn Hùng,Chủ tịch,-,-,350.800.000,350.800.000,,,,350800000.0,350800000.0
Ông Quảng Văn Việt Cương,Năm trước > Ông Quảng Văn Việt Cương,Ông Quảng Văn Việt Cương,Phó Chủ tịch,-,-,263.100.000,263.100.000,,,,263100000.0,263100000.0
Ông Nguyễn Hoàn Vũ,Năm trước > Ông Nguyễn Hoàn Vũ,Ông Nguyễn Hoàn Vũ,Thành viên,-,-,175.400.000,175.400.000,,,,175400000.0,175400000.0
Ông Trần Thiện Thế,Năm trước > Ông Trần Thiện Thế,Ông Trần Thiện Thế,Thành viên,-,-,175.400.000,175.400.000,,,,175400000.0,175400000.0
Ông Nguyễn Văn Hiền Phúc,Năm trước > Ông Nguyễn Văn Hiền Phúc,Ông Nguyễn Văn Hiền Phúc,Thành viên,-,-,175.400.000,175.400.000,,,,175400000.0,175400000.0
Ông Lê Anh Tuấn,Năm trước > Ông Lê Anh Tuấn,Ông Lê Anh Tuấn,Thành viên,-,-,175.400.000,175.400.000,,,,175400000.0,175400000.0
Bà Nguyễn Thị Thùy Dương,Năm trước > Bà Nguyễn Thị Thùy Dương,Bà Nguyễn Thị Thùy Dương,Trưởng Ban kiểm soát,-,-,175.400.000,175.400.000,,,,175400000.0,175400000.0
Bà Lê Thị Thùy Dương,Năm trước > Bà Lê Thị Thùy Dương,Bà Lê Thị Thùy Dương,Thành viên Bankiểm soát,-,-,87.700.000,87.700.000,,,,87700000.0,87700000.0
Bà Châu Thị Vân,Năm trước > Bà Châu Thị Vân,Bà Châu Thị Vân,Thành viên Bankiểm soát,-,-,87.700.000,87.700.000,,,,87700000.0,87700000.0
Ông Đỗ Quang Ngôn,Năm trước > Ông Đỗ Quang Ngôn,Ông Đỗ Quang Ngôn,Tổng Giám đốc,935.000.000,735.000.000,-,1.670.000.000,,935000000.0,735000000.0,,1670000000.0
Ông Trịnh Thanh Hùng,Năm trước > Ông Trịnh Thanh Hùng,Ông Trịnh Thanh Hùng,Phó Tổng Giám đốc,740.000.000,510.000.000,-,1.250.000.000,,740000000.0,510000000.0,,1250000000.0
Ông Trương Đức Hùng,Năm trước > Ông Trương Đức Hùng,Ông Trương Đức Hùng,Phó Tổng Giám đốc,465.000.000,510.000.000,-,975.000.000,,465000000.0,510000000.0,,975000000.0
Bà Võ Thị Huyền Trang,Năm trước > Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,"Thành viên HDQT,Phó Tổng Giám đốc",740.000.000,510.000.000,175.400.000,1.425.400.000,,740000000.0,510000000.0,175400000.0,1425400000.0
Ông Trần Ngọc Hiền,Năm trước > Ông Trần Ngọc Hiền,Ông Trần Ngọc Hiền,Phó Tổng Giám đốc,605.000.000,155.000.000,-,760.000.000,,605000000.0,155000000.0,,760000000.0
Bà Bùi Thị Thùy,Năm trước > Bà Bùi Thị Thùy,Bà Bùi Thị Thùy,Kế toán trưởng,605.000.000,105.000.000,-,710.000.000,,605000000.0,105000000.0,,710000000.0
Cộng,Năm trước > Cộng,Cộng,,4.090.000.000,2.525.000.000,1.841.700.000,8.456.700.000,,4090000000.0,2525000000.0,1841700000.0,8456700000.0
