row_label_raw,row_label_full,Cổ phiếu phổ thông đã phát hành đầu năm > Ảnh hưởng của việc trả cổ tức bằng cổ phiếu(Thuyết minh 26),2019(Số cổ phiếu) > 2.123.907.166 > 637.166.949,2018(Số cổ phiếu)Đã điều chỉnh lại > 1.516.909.673 > 1.243.995.115,numeric__2019(Số cổ phiếu) > 2.123.907.166 > 637.166.949,numeric__2018(Số cổ phiếu)Đã điều chỉnh lại > 1.516.909.673 > 1.243.995.115
Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,-,(37.000),,-37000.0
Phát hành lại cổ phiếu quỹ,Phát hành lại cổ phiếu quỹ,Phát hành lại cổ phiếu quỹ,-,129.238,,129238.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm,Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm,Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm,2.761.074.115,2.760.997.026,2761074115.0,2760997026.0
