row_label_raw,row_label_full,col_0,Chi phíbảo hànhVND,Dự phòng khốiphục môi trườngVND,Tổng cộngVND,numeric__Chi phíbảo hànhVND,numeric__Dự phòng khốiphục môi trườngVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,14.272.558.249,10.204.421.672,24.476.979.921,14272558249.0,10204421672.0,24476979921.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,4.315.764.072,500.394.319,4.816.158.391,4315764072.0,500394319.0,4816158391.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,(180.896.471),-,(180.896.471),-180896471.0,,-180896471.0
Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,(5.587.381.372),-,(5.587.381.372),-5587381372.0,,-5587381372.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,12.820.044.478,10.704.815.991,23.524.860.469,12820044478.0,10704815991.0,23524860469.0
Ngắn hạn,Ngắn hạn,Ngắn hạn,3.111.122.885,-,3.111.122.885,3111122885.0,,3111122885.0
Dài hạn,Dài hạn,Dài hạn,9.708.921.593,10.704.815.991,20.413.737.584,9708921593.0,10704815991.0,20413737584.0
