row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,"Chi phí đại tu, sửa chữa lớn VND",Chi phí đất trả trước VND,Chi phí giải phóng mặt bằng VND,Chi phí trước hoạt động VND,Chi phí trả trước khác VND,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,"numeric__Chi phí đại tu, sửa chữa lớn VND",numeric__Chi phí đất trả trước VND,numeric__Chi phí giải phóng mặt bằng VND,numeric__Chi phí trước hoạt động VND,numeric__Chi phí trả trước khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,85.366.234.919,470.808.008.956,518.700.698.252,74.292.781.907,103.077.539.159,209.066.605.242,1.461.311.868.435,85366234919.0,470808008956.0,518700698252.0,74292781907.0,103077539159.0,209066605242.0,1461311868435.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,82.609.941.863,102.502.473.526,221.328.808.636,147.737.672.362,19.376.353.583,35.644.327.056,609.199.577.026,82609941863.0,102502473526.0,221328808636.0,147737672362.0,19376353583.0,35644327056.0,609199577026.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,41.862.398.752,51.351.836.119,3.065.854.836,14.057.610.338,6.890.042.420,9.123.672.118,126.351.414.583,41862398752.0,51351836119.0,3065854836.0,14057610338.0,6890042420.0,9123672118.0,126351414583.0
Chuyển từ tài sản cổ định hữu hình,Chuyển từ tài sản cổ định hữu hình,Chuyển từ tài sản cổ định hữu hình,-,1.542.271.353,-,-,-,-,1.542.271.353,,1542271353.0,,,,,1542271353.0
Thanh lý và xóa số,Thanh lý và xóa số,Thanh lý và xóa số,(25.617.584),-,(172.548.500),-,-,-,(198.166.084),-25617584.0,,-172548500.0,,,,-198166084.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(82.664.939.152),(346.933.167.444),(32.006.419.509),(5.374.498.197),(15.360.982.099),(65.033.613.894),(547.373.620.295),-82664939152.0,-346933167444.0,-32006419509.0,-5374498197.0,-15360982099.0,-65033613894.0,-547373620295.0
Phân loại lại,Phân loại lại,Phân loại lại,(1.160.525.889),627.810.386,63.650.569.033,1.102.486.149,(371.384.158),(63.848.955.521),-,-1160525889.0,627810386.0,63650569033.0,1102486149.0,-371384158.0,-63848955521.0,
Biến động khác,Biến động khác,Biến động khác,-,(56.098.110),-,-,-,(38.623.818),(94.721.928),,-56098110.0,,,,-38623818.0,-94721928.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,125.987.492.909,279.843.134.786,774.566.962.748,231.816.052.559,113.611.568.905,124.913.411.183,1.650.738.623.090,125987492909.0,279843134786.0,774566962748.0,231816052559.0,113611568905.0,124913411183.0,1650738623090.0
